;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 4, 1, 3, 0];67647;665800;1331600;721;829,6158113730929
1;[3, 0, 1, 0, 4, 1, 3, 0];67654;665800;1331600;721;829,6061026352288
2;[3, 0, 1, 0, 4, 1, 3, 0];67849;665800;1331600;721;829,3356449375867
3;[3, 0, 1, 0, 4, 1, 3, 0];67584;665800;1331600;721;829,7031900138696
4;[3, 0, 1, 0, 4, 1, 3, 0];67808;665800;1331600;721;829,3925104022192
5;[3, 0, 1, 0, 4, 1, 3, 0];67632;665800;1331600;721;829,6366158113731
6;[3, 0, 1, 0, 4, 1, 3, 0];67793;665800;1331600;721;829,4133148404993
7;[3, 0, 1, 0, 4, 1, 3, 0];67647;665800;1331600;721;829,6158113730929
8;[3, 0, 1, 0, 4, 1, 3, 0];67840;665800;1331600;721;829,3481276005548
9;[3, 0, 1, 0, 4, 1, 3, 0];67623;665800;1331600;721;829,6490984743411
