;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[4, 0, 1, 1, 4, 1, 3, 1];508;2500;40000;39;51,07692307692308
1;[4, 0, 1, 1, 4, 1, 3, 1];508;2500;40000;39;51,07692307692308
2;[4, 0, 1, 1, 4, 1, 3, 1];508;2500;40000;39;51,07692307692308
3;[4, 0, 1, 1, 4, 1, 3, 1];508;2500;40000;39;51,07692307692308
4;[4, 0, 1, 1, 4, 1, 3, 1];508;2500;40000;39;51,07692307692308
5;[4, 0, 1, 1, 4, 1, 3, 1];508;2500;40000;39;51,07692307692308
6;[4, 0, 1, 1, 4, 1, 3, 1];508;2500;40000;39;51,07692307692308
7;[4, 0, 1, 1, 4, 1, 3, 1];508;2500;40000;39;51,07692307692308
8;[4, 0, 1, 1, 4, 1, 3, 1];508;2500;40000;39;51,07692307692308
9;[4, 0, 1, 1, 4, 1, 3, 1];508;2500;40000;39;51,07692307692308
