;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 1, 4, 1, 3, 0];111;625;40000;105;4,895238095238096
1;[3, 0, 1, 1, 4, 1, 3, 0];119;625;40000;113;4,477876106194691
2;[3, 0, 1, 1, 4, 1, 3, 0];121;625;40000;110;4,581818181818182
3;[3, 0, 1, 1, 4, 1, 3, 0];111;625;40000;107;4,803738317757009
4;[3, 0, 1, 1, 4, 1, 3, 0];113;625;40000;107;4,785046728971962
5;[3, 0, 1, 1, 4, 1, 3, 0];122;625;40000;100;5,03
6;[3, 0, 1, 1, 4, 1, 3, 0];100;625;40000;112;4,6875
7;[3, 0, 1, 1, 4, 1, 3, 0];120;625;40000;114;4,4298245614035086
8;[3, 0, 1, 1, 4, 1, 3, 0];113;625;40000;107;4,785046728971962
9;[3, 0, 1, 1, 4, 1, 3, 0];119;625;40000;105;4,819047619047619
