;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 1, 4, 1, 3, 0];960;5000;40000;137;29,48905109489051
1;[3, 0, 1, 1, 4, 1, 3, 0];964;5000;40000;138;29,246376811594203
2;[3, 0, 1, 1, 4, 1, 3, 0];951;5000;40000;138;29,34057971014493
3;[3, 0, 1, 1, 4, 1, 3, 0];996;5000;40000;138;29,014492753623188
4;[3, 0, 1, 1, 4, 1, 3, 0];939;5000;40000;138;29,42753623188406
5;[3, 0, 1, 1, 4, 1, 3, 0];917;5000;40000;138;29,58695652173913
6;[3, 0, 1, 1, 4, 1, 3, 0];945;5000;40000;138;29,38405797101449
7;[3, 0, 1, 1, 4, 1, 3, 0];920;5000;40000;137;29,78102189781022
8;[3, 0, 1, 1, 4, 1, 3, 0];961;5000;40000;138;29,268115942028984
9;[3, 0, 1, 1, 4, 1, 3, 0];979;5000;40000;138;29,13768115942029
