;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[4, 0, 1, 2, 5, 0, 4, 1];175;625;40000;4;112,5
1;[4, 0, 1, 2, 5, 0, 4, 1];138;625;40000;4;121,75
2;[4, 0, 1, 2, 5, 0, 4, 1];153;625;40000;4;118,0
3;[4, 0, 1, 2, 5, 0, 4, 1];165;625;40000;4;115,0
4;[4, 0, 1, 2, 5, 0, 4, 1];167;625;40000;4;114,5
5;[4, 0, 1, 2, 5, 0, 4, 1];170;625;40000;4;113,75
6;[4, 0, 1, 2, 5, 0, 4, 1];156;625;40000;4;117,25
7;[4, 0, 1, 2, 5, 0, 4, 1];145;625;40000;4;120,0
8;[4, 0, 1, 2, 5, 0, 4, 1];169;625;40000;4;114,0
9;[4, 0, 1, 2, 5, 0, 4, 1];160;625;40000;4;116,25
