;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[4, 0, 1, 1, 4, 1, 3, 1];453;2500;40000;41;49,926829268292686
1;[4, 0, 1, 1, 4, 1, 3, 0];600;2500;40000;45;42,22222222222222
2;[4, 0, 1, 1, 4, 1, 3, 1];480;2500;40000;42;48,095238095238095
3;[4, 0, 1, 1, 4, 1, 3, 0];586;2500;40000;43;44,51162790697674
4;[4, 0, 1, 1, 4, 1, 3, 0];586;2500;40000;44;43,5
5;[3, 0, 1, 2, 4, 1, 3, 1];522;2500;40000;48;41,208333333333336
6;[4, 0, 1, 1, 4, 1, 3, 0];555;2500;40000;50;38,9
7;[4, 0, 1, 1, 4, 1, 3, 0];592;2500;40000;45;42,4
8;[3, 0, 1, 1, 4, 1, 3, 1];673;2500;40000;57;32,05263157894737
9;[4, 0, 1, 1, 4, 1, 3, 1];501;2500;40000;38;52,60526315789474
