;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[2, 0, 1, 0, 3, 1, 3, 0];26972;665800;1331600;7251;88,10205488898083
1;[2, 0, 1, 0, 3, 1, 3, 0];27213;665800;1331600;7251;88,068818094056
2;[2, 0, 1, 0, 3, 1, 3, 0];27288;665800;1331600;7250;88,07062068965517
3;[2, 0, 1, 0, 3, 1, 3, 0];27153;665800;1331600;7250;88,08924137931035
4;[2, 0, 1, 0, 3, 1, 3, 0];27247;665800;1331600;7249;88,0884259897917
5;[2, 0, 1, 0, 3, 1, 3, 0];27126;665800;1331600;7250;88,09296551724138
6;[2, 0, 1, 0, 3, 1, 3, 0];27147;665800;1331600;7250;88,09006896551725
7;[2, 0, 1, 0, 3, 1, 3, 0];27118;665800;1331600;7249;88,10622154779969
8;[2, 0, 1, 0, 3, 1, 3, 0];27239;665800;1331600;7250;88,07737931034482
9;[2, 0, 1, 0, 3, 1, 3, 0];27209;665800;1331600;7251;88,06936974210454
