;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 1, 4, 1, 3, 0];1123;10000;40000;246;36,08536585365854
1;[3, 0, 1, 1, 4, 1, 3, 0];1083;10000;40000;246;36,2479674796748
2;[3, 0, 1, 1, 3, 1, 3, 0];1391;10000;40000;291;29,584192439862544
3;[3, 0, 1, 0, 4, 1, 3, 0];1709;10000;40000;315;26,32063492063492
4;[3, 0, 1, 1, 4, 1, 3, 0];1065;10000;40000;254;35,17716535433071
5;[3, 0, 1, 1, 4, 1, 3, 0];1142;10000;40000;241;36,7551867219917
6;[3, 0, 1, 0, 4, 1, 3, 0];1835;10000;40000;312;26,1698717948718
7;[3, 0, 1, 0, 4, 1, 3, 0];1811;10000;40000;317;25,83280757097792
8;[3, 0, 1, 0, 4, 1, 3, 0];1804;10000;40000;318;25,77358490566038
9;[3, 0, 1, 0, 4, 1, 3, 0];1744;10000;40000;316;26,126582278481013
