;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 1, 4, 1, 3, 0];482;2500;40000;134;15,059701492537313
1;[3, 0, 1, 1, 4, 1, 3, 0];479;2500;40000;136;14,860294117647058
2;[3, 0, 1, 1, 4, 1, 3, 0];474;2500;40000;136;14,897058823529411
3;[3, 0, 1, 1, 4, 1, 3, 0];452;2500;40000;133;15,398496240601505
4;[3, 0, 1, 1, 4, 1, 3, 0];485;2500;40000;136;14,816176470588236
5;[3, 0, 1, 1, 4, 1, 3, 0];475;2500;40000;135;15,0
6;[3, 0, 1, 1, 4, 1, 3, 0];483;2500;40000;137;14,722627737226276
7;[3, 0, 1, 1, 4, 1, 3, 0];494;2500;40000;136;14,75
8;[3, 0, 1, 1, 4, 1, 3, 0];484;2500;40000;137;14,715328467153284
9;[3, 0, 1, 1, 4, 1, 3, 0];437;2500;40000;138;14,94927536231884
