;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 1, 4, 1, 3, 0];10223;83225;1331600;233;313,31330472103
1;[3, 0, 1, 1, 4, 1, 3, 0];10220;83225;1331600;230;317,4130434782609
2;[3, 0, 1, 1, 4, 1, 3, 0];10356;83225;1331600;231;315,45021645021643
3;[3, 0, 1, 1, 4, 1, 3, 0];9946;83225;1331600;239;306,60669456066944
4;[3, 0, 1, 1, 4, 1, 3, 0];10098;83225;1331600;237;308,5527426160337
5;[3, 0, 1, 1, 4, 1, 3, 0];10298;83225;1331600;232;314,3405172413793
6;[3, 0, 1, 1, 4, 1, 3, 0];9946;83225;1331600;239;306,60669456066944
7;[3, 0, 1, 1, 4, 1, 3, 0];10141;83225;1331600;234;312,3247863247863
8;[3, 0, 1, 1, 4, 1, 3, 0];9881;83225;1331600;236;310,77966101694915
9;[3, 0, 1, 1, 4, 1, 3, 0];10211;83225;1331600;237;308,0759493670886
