;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[2, 0, 1, 0, 3, 1, 2, 0];23772;665800;1331600;14267;45,0009111936637
1;[2, 0, 1, 0, 3, 1, 2, 0];23799;665800;1331600;14257;45,03058146875219
2;[2, 0, 1, 0, 3, 1, 2, 0];23625;665800;1331600;14249;45,06807495262825
3;[2, 0, 1, 0, 3, 1, 2, 0];23521;665800;1331600;14247;45,08170141082333
4;[2, 0, 1, 0, 3, 1, 2, 0];23679;665800;1331600;14242;45,08643448953799
5;[2, 0, 1, 0, 3, 1, 2, 0];23651;665800;1331600;14248;45,06941325098259
6;[2, 0, 1, 0, 3, 1, 2, 0];23710;665800;1331600;14261;45,024191851903794
7;[2, 0, 1, 0, 3, 1, 2, 0];23802;665800;1331600;14255;45,03668888109435
8;[2, 0, 1, 0, 3, 1, 2, 0];23532;665800;1331600;14245;45,08725868725869
9;[2, 0, 1, 0, 3, 1, 2, 0];23575;665800;1331600;14256;45,04945286195287
