;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 3, 1, 3, 0];2296;41612;1331600;1924;20,434511434511435
1;[3, 0, 1, 0, 3, 1, 3, 0];2380;41612;1331600;1898;20,67017913593256
2;[3, 0, 1, 0, 3, 1, 3, 0];2312;41612;1331600;1920;20,46875
3;[3, 0, 1, 0, 3, 1, 3, 0];2271;41612;1331600;1899;20,71669299631385
4;[3, 0, 1, 0, 3, 1, 3, 0];2318;41612;1331600;1900;20,681052631578947
5;[3, 0, 1, 0, 3, 1, 3, 0];2295;41612;1331600;1901;20,682272488164124
6;[3, 0, 1, 0, 3, 1, 3, 0];2415;41612;1331600;1908;20,54350104821803
7;[3, 0, 1, 0, 3, 1, 3, 0];2377;41612;1331600;1914;20,498955067920583
8;[3, 0, 1, 0, 3, 1, 3, 0];2358;41612;1331600;1905;20,605774278215225
9;[3, 0, 1, 0, 3, 1, 3, 0];2315;41612;1331600;1920;20,4671875
