;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 1, 4, 1, 3, 0];294;2500;40000;214;10,30841121495327
1;[3, 0, 1, 1, 4, 1, 3, 0];292;2500;40000;221;9,990950226244344
2;[3, 0, 1, 1, 4, 1, 3, 0];310;2500;40000;216;10,13888888888889
3;[3, 0, 1, 1, 4, 1, 3, 0];301;2500;40000;218;10,087155963302752
4;[3, 0, 1, 1, 4, 1, 3, 0];302;2500;40000;219;10,036529680365296
5;[3, 0, 1, 1, 4, 1, 3, 0];331;2500;40000;219;9,904109589041097
6;[3, 0, 1, 1, 4, 1, 3, 0];310;2500;40000;216;10,13888888888889
7;[3, 0, 1, 1, 4, 1, 3, 0];268;2500;40000;217;10,285714285714286
8;[3, 0, 1, 1, 4, 1, 3, 0];309;2500;40000;219;10,00456621004566
9;[3, 0, 1, 1, 4, 1, 3, 0];278;2500;40000;208;10,682692307692308
