;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 4, 1, 3, 0];2069;20806;1331600;716;26,16899441340782
1;[3, 0, 1, 0, 4, 1, 3, 0];2144;20806;1331600;700;26,66
2;[3, 0, 1, 0, 4, 1, 3, 0];2094;20806;1331600;707;26,46676096181047
3;[3, 0, 1, 0, 4, 1, 3, 0];2124;20806;1331600;711;26,275668073136423
4;[3, 0, 1, 0, 4, 1, 3, 0];2148;20806;1331600;706;26,427762039660056
5;[3, 0, 1, 0, 4, 1, 3, 0];2092;20806;1331600;711;26,320675105485236
6;[3, 0, 1, 0, 4, 1, 3, 0];2075;20806;1331600;713;26,27068723702665
7;[3, 0, 1, 0, 4, 1, 3, 0];2099;20806;1331600;711;26,310829817158933
8;[3, 0, 1, 0, 4, 1, 3, 0];2115;20806;1331600;713;26,214586255259466
9;[3, 0, 1, 0, 4, 1, 3, 0];2194;20806;1331600;717;25,9581589958159
