;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[4, 0, 1, 2, 4, 2, 4, 1];123;1250;40000;8;140,875
1;[4, 0, 1, 2, 4, 0, 4, 1];397;1250;40000;7;121,85714285714286
2;[4, 0, 1, 2, 5, 2, 3, 1];206;1250;40000;7;149,14285714285714
3;[4, 0, 1, 2, 4, 2, 4, 1];109;1250;40000;8;142,625
4;[4, 0, 1, 2, 5, 0, 3, 1];456;1250;40000;6;132,33333333333334
5;[4, 0, 1, 2, 5, 0, 3, 1];441;1250;40000;6;134,83333333333334
6;[4, 0, 1, 2, 4, 2, 4, 1];129;1250;40000;8;140,125
7;[4, 0, 1, 2, 4, 2, 3, 2];211;1250;40000;7;148,42857142857142
8;[4, 0, 1, 2, 5, 0, 3, 1];427;1250;40000;6;137,16666666666666
9;[4, 0, 1, 2, 5, 0, 3, 1];448;1250;40000;6;133,66666666666666
