;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 1, 4, 1, 3, 0];90;625;40000;115;4,652173913043479
1;[3, 0, 1, 1, 4, 1, 3, 0];90;625;40000;115;4,652173913043479
2;[3, 0, 1, 1, 4, 1, 3, 0];90;625;40000;115;4,652173913043479
3;[3, 0, 1, 1, 4, 1, 3, 0];90;625;40000;115;4,652173913043479
4;[3, 0, 1, 1, 4, 1, 3, 0];90;625;40000;115;4,652173913043479
5;[3, 0, 1, 1, 4, 1, 3, 0];90;625;40000;115;4,652173913043479
6;[3, 0, 1, 1, 4, 1, 3, 0];90;625;40000;115;4,652173913043479
7;[3, 0, 1, 1, 4, 1, 3, 0];90;625;40000;115;4,652173913043479
8;[3, 0, 1, 1, 4, 1, 3, 0];90;625;40000;115;4,652173913043479
9;[3, 0, 1, 1, 4, 1, 3, 0];90;625;40000;115;4,652173913043479
