;β1.0;β0.5;β0.25;β0.125;β0.0625;β0.03125;β0.015625
k5;[0.7011673412608627, 0.7011673412608627, 0.7011673412608627, 0.7011673412608627, 0.7011673412608627, 0.7011673412608627];[0.7236344999267829, 0.7232836532292068, 0.722984877404199, 0.723501138375917, 0.7237420830401127, 0.7232036048994929, 0.7232587679321187, 0.7231802451756703, 0.7236446556098134, 0.7238741879839983];[0.7237360086959076, 0.7232645643962293, 0.7234073732144883, 0.7237757118805359, 0.723552262084772, 0.7232942317156478, 0.7236141496538808, 0.7223938720402652, 0.7228903301454692, 0.723439291910489];[0.7225287364783045, 0.7235666349900919, 0.7226921080054055, 0.7230569767399152, 0.7227899743129544, 0.7233286493087998, 0.7224475050135661, 0.7233318511059743, 0.7229272388471937, 0.723237933605904];[0.7224406191276462, 0.7234882600975661, 0.7217938956690148, 0.7218570725807346, 0.7225598064953836, 0.7230976871789025, 0.7224442372304368, 0.7230275404165505, 0.7224329006558209, 0.7236663265644395];[0.721788213709737, 0.7214961561206388, 0.7225252536428309, 0.7231559050021698, 0.7215378735539255, 0.7227047077712367, 0.7225402247654246, 0.7210023698697495, 0.7215612945021939, 0.7211919433459028];[0.7206932715129437, 0.7191012903920163, 0.7196862387278835, 0.7193234829476814, 0.7206032274447728, 0.7195679423327991, 0.7208518308354752, 0.7216847360491566, 0.7201875291625622, 0.7206117478295951]
k10;[0.6993875714741822, 0.6993875714741822, 0.6993875714741822, 0.6993875714741822, 0.6993875714741822, 0.6993875714741822];[0.7200596904643759, 0.7199715190793107, 0.720033933083669, 0.7195396638010328, 0.7201636686145843, 0.7195732345074936, 0.7210912037323004, 0.7197546332172163, 0.7199814741778262, 0.7196029417092343];[0.7199021112687887, 0.7201789696214994, 0.719702867287027, 0.719982028529709, 0.7198842265995917, 0.7203465909710437, 0.7200255310198265, 0.7202075914183967, 0.7203149823858535, 0.7205673142708209];[0.7199188528881393, 0.7201199798573963, 0.720324438954537, 0.7200418857304915, 0.720411913999825, 0.7205663541678037, 0.7193002873040695, 0.7206056683224124, 0.7203746323302175, 0.719206464874977];[0.7196494613281879, 0.7200847650263607, 0.7199027128974589, 0.7194092750226545, 0.720139239302926, 0.720129296820845, 0.7196558913633261, 0.7195196943509506, 0.719952085486504, 0.7198326882438801];[0.7191278769474228, 0.7200732382559588, 0.7188293732263092, 0.7184844828913931, 0.7197565752966555, 0.7189544878324016, 0.7193851836318754, 0.7193713277427101, 0.7194313353621782, 0.7181983951980686];[0.7179125266970006, 0.717945136497131, 0.718177473315278, 0.719380974993834, 0.7173642293549161, 0.7173989403740889, 0.7175716412765241, 0.7190794858215781, 0.7175775958537016, 0.7175712292255784]
k20;[0.6990039013862372, 0.6990039013862372, 0.6990039013862372, 0.6990039013862372, 0.6990039013862372, 0.6990039013862372];[0.7199183833513655, 0.7196912371152684, 0.7203500745032213, 0.719963483420821, 0.7200397631624775, 0.7196126083644674, 0.7202516872177399, 0.72039550156922, 0.719959170967952, 0.7197861039957163];[0.7200326076671689, 0.7203258353891822, 0.7199068448030065, 0.7203419608411368, 0.7200240851977596, 0.7201302563061169, 0.7202023763225519, 0.719837528106187, 0.7198240028461587, 0.7198348454392351];[0.720312188038842, 0.7202031676205222, 0.7196655756265015, 0.7202604594376575, 0.7203720970732185, 0.7201825694174422, 0.7199793393690506, 0.7200776411061677, 0.7196264740855488, 0.7197200586973698];[0.7204561425226925, 0.7198631610811441, 0.7207954025326756, 0.7200337914108642, 0.7205408909610997, 0.7195476081308269, 0.7198090657391608, 0.7199156624316121, 0.7190937782604115, 0.7196420136002607];[0.7189335143270281, 0.7203295168947221, 0.7184789615564934, 0.7193286589742174, 0.7195478492978465, 0.7193836468779737, 0.7194521893009845, 0.7201549962530388, 0.7199223283961252, 0.7192460646535679];[0.7180448764178752, 0.7176727465208089, 0.718264434273456, 0.7181331191558658, 0.7180905168456807, 0.7173983500294636, 0.7189189387842104, 0.718970684991593, 0.7184291741614158, 0.7165864589838727]
k40;[0.6666247073336522, 0.6666247073336522, 0.6666247073336522, 0.6666247073336522, 0.6666247073336522, 0.6666247073336522];[0.6973666518049865, 0.6983060457863774, 0.6973168075063894, 0.6983076104310804, 0.6975323913396902, 0.6980707338323939, 0.6981808846705126, 0.6976710989301187, 0.6982787356118041, 0.6984722785017097];[0.6977704610930558, 0.6979939348206786, 0.6981584928102632, 0.6979408632507343, 0.6977840911123911, 0.6977407302595993, 0.6971593985441342, 0.6977852258444758, 0.6970907957033952, 0.697699224541605];[0.6970725045875474, 0.6979176693297399, 0.6974404349904738, 0.6976146815175278, 0.6974022968040595, 0.6980132873160401, 0.698490611475886, 0.6976454590996922, 0.6981557611054013, 0.6975568060403163];[0.6975198866964125, 0.6971626681658792, 0.697653778839634, 0.6976098843285312, 0.6983341286403099, 0.6973943749888535, 0.6969477340969056, 0.6986573720057617, 0.697474138975825, 0.6984102144610024];[0.697110850330096, 0.6980339079640975, 0.6972946328430286, 0.697002551248609, 0.6984867609309185, 0.6965515750641266, 0.6974343830130514, 0.6965671227243707, 0.6979194947344355, 0.6981144190227512];[0.6964432398397666, 0.6972715647398907, 0.6977973631567417, 0.6974719414668572, 0.6973019216529235, 0.6969871069732255, 0.6960532912081769, 0.6971092369362508, 0.696633831864661, 0.6954766452509117]
k80;[0.6664621462041143, 0.6664621462041143, 0.6664621462041143, 0.6664621462041143, 0.6664621462041143, 0.6664621462041143];[0.6977669954489916, 0.6976574224196347, 0.6974797077057457, 0.6972225954975918, 0.6978131918033718, 0.6983407142451598, 0.697723723171947, 0.6976739209518307, 0.6980685305329326, 0.6981147555603118];[0.6989194707959331, 0.6973226809782277, 0.6974806077312647, 0.6981771756862188, 0.697735011314236, 0.6976295499372422, 0.6982522099613766, 0.6977393344498858, 0.6979382027245179, 0.697287141677816];[0.6977667212406001, 0.6979450912484519, 0.6978405214967727, 0.6976574612231605, 0.6970556408207145, 0.6987891499374306, 0.6979404547453227, 0.6981789948678498, 0.6975073691440346, 0.6978093521062271];[0.6980969569179636, 0.6978123258505637, 0.6981062039132266, 0.6975282781734394, 0.6968322872269878, 0.6970257517282026, 0.6968618868406397, 0.6977199117200265, 0.6969865118661431, 0.6976506494428278];[0.6979098885226209, 0.6979309365794798, 0.6977120555694797, 0.6973085004912544, 0.6979039288745666, 0.6968776654401924, 0.6974471793260096, 0.6990353286909856, 0.6981146141366665, 0.6973590138007236];[0.6966436257393286, 0.6972294757381847, 0.6986198742370606, 0.6970601103086203, 0.6967335469205849, 0.6959200212282249, 0.6973658185741257, 0.696570242452705, 0.6961388766987288, 0.6969696969696969]
k160;[0.6637400338858445, 0.6637400338858445, 0.6637400338858445, 0.6637400338858445, 0.6637400338858445, 0.6637400338858445];[0.6973184155338152, 0.696343583866211, 0.6972765077933286, 0.697575034784337, 0.6976336360215549, 0.6977376243450596, 0.697790171637501, 0.6974597982518964, 0.6971398327814214, 0.6974148040162675];[0.6980391600755833, 0.6967822224765229, 0.6971929451009617, 0.6967217796053572, 0.6969986508780028, 0.6976305956166554, 0.6967494180703893, 0.6971523725464271, 0.6973734950083551, 0.6972786683636261];[0.6971750687703996, 0.6969208952990387, 0.6963967686323679, 0.6971336127027566, 0.69714865869702, 0.6979697315718584, 0.6968752990208065, 0.6972011081906656, 0.6972838666000304, 0.6970819741247174];[0.6977058270777432, 0.6970726161716639, 0.6966104276549997, 0.6970319909832638, 0.6975386405244618, 0.6963576546745739, 0.6974370330157007, 0.6981633492497809, 0.6969522509844059, 0.6969188991034662];[0.6974336364993919, 0.6983735006209235, 0.6964332607874525, 0.6966050754921662, 0.6970685205139128, 0.6968256008225164, 0.6976135226619548, 0.6958048808289786, 0.6983314413005761, 0.6973896552341079];[0.6956397181000401, 0.6962292004070343, 0.6956387267542014, 0.6963042466157504, 0.697142612132018, 0.696547376762783, 0.6956033290552862, 0.6957945374423921, 0.6957999374894469, 0.6945550077374312]
