;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[4, 0, 1, 1, 4, 1, 3, 1];2062;10000;40000;39;203,53846153846155
1;[4, 0, 1, 1, 4, 1, 3, 1];2062;10000;40000;39;203,53846153846155
2;[4, 0, 1, 1, 4, 1, 3, 1];2062;10000;40000;39;203,53846153846155
3;[4, 0, 1, 1, 4, 1, 3, 1];2062;10000;40000;39;203,53846153846155
4;[4, 0, 1, 1, 4, 1, 3, 1];2062;10000;40000;39;203,53846153846155
5;[4, 0, 1, 1, 4, 1, 3, 1];2062;10000;40000;39;203,53846153846155
6;[4, 0, 1, 1, 4, 1, 3, 1];2062;10000;40000;39;203,53846153846155
7;[4, 0, 1, 1, 4, 1, 3, 1];2062;10000;40000;39;203,53846153846155
8;[4, 0, 1, 1, 4, 1, 3, 1];2062;10000;40000;39;203,53846153846155
9;[4, 0, 1, 1, 4, 1, 3, 1];2062;10000;40000;39;203,53846153846155
