;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 3, 1, 3, 0];56517;665800;1331600;1350;451,3207407407408
1;[3, 0, 1, 0, 3, 1, 3, 0];56517;665800;1331600;1350;451,3207407407408
2;[3, 0, 1, 0, 3, 1, 3, 0];56517;665800;1331600;1350;451,3207407407408
3;[3, 0, 1, 0, 3, 1, 3, 0];56517;665800;1331600;1350;451,3207407407408
4;[3, 0, 1, 0, 3, 1, 3, 0];56517;665800;1331600;1350;451,3207407407408
5;[3, 0, 1, 0, 3, 1, 3, 0];56517;665800;1331600;1350;451,3207407407408
6;[3, 0, 1, 0, 3, 1, 3, 0];56517;665800;1331600;1350;451,3207407407408
7;[3, 0, 1, 0, 3, 1, 3, 0];56517;665800;1331600;1350;451,3207407407408
8;[3, 0, 1, 0, 3, 1, 3, 0];56517;665800;1331600;1350;451,3207407407408
9;[3, 0, 1, 0, 3, 1, 3, 0];56517;665800;1331600;1350;451,3207407407408
