;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 1, 5, 0, 3, 1];415;1250;40000;18;46,388888888888886
1;[4, 0, 1, 2, 4, 0, 3, 1];345;1250;40000;15;60,333333333333336
2;[4, 0, 1, 1, 4, 0, 3, 1];444;1250;40000;15;53,73333333333333
3;[4, 0, 1, 2, 4, 0, 3, 1];349;1250;40000;15;60,06666666666667
4;[4, 0, 1, 1, 4, 1, 3, 1];433;1250;40000;17;48,05882352941177
5;[3, 0, 1, 2, 5, 0, 3, 1];373;1250;40000;16;54,8125
6;[4, 0, 1, 1, 4, 0, 3, 1];448;1250;40000;16;50,125
7;[4, 0, 1, 1, 4, 2, 3, 1];278;1250;40000;17;57,1764705882353
8;[4, 0, 1, 2, 4, 0, 3, 1];355;1250;40000;16;55,9375
9;[4, 0, 1, 2, 4, 0, 3, 1];379;1250;40000;14;62,21428571428572
