;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 3, 1, 3, 0];614;5000;40000;557;7,874326750448833
1;[3, 0, 1, 0, 3, 1, 3, 0];614;5000;40000;557;7,874326750448833
2;[3, 0, 1, 0, 3, 1, 3, 0];614;5000;40000;557;7,874326750448833
3;[3, 0, 1, 0, 3, 1, 3, 0];614;5000;40000;557;7,874326750448833
4;[3, 0, 1, 0, 3, 1, 3, 0];614;5000;40000;557;7,874326750448833
5;[3, 0, 1, 0, 3, 1, 3, 0];614;5000;40000;557;7,874326750448833
6;[3, 0, 1, 0, 3, 1, 3, 0];614;5000;40000;557;7,874326750448833
7;[3, 0, 1, 0, 3, 1, 3, 0];614;5000;40000;557;7,874326750448833
8;[3, 0, 1, 0, 3, 1, 3, 0];614;5000;40000;557;7,874326750448833
9;[3, 0, 1, 0, 3, 1, 3, 0];614;5000;40000;557;7,874326750448833
