;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[4, 0, 1, 1, 4, 1, 3, 0];780;5000;40000;73;57,80821917808219
1;[4, 0, 1, 1, 4, 1, 3, 0];780;5000;40000;73;57,80821917808219
2;[4, 0, 1, 1, 4, 1, 3, 0];780;5000;40000;73;57,80821917808219
3;[4, 0, 1, 1, 4, 1, 3, 0];780;5000;40000;73;57,80821917808219
4;[4, 0, 1, 1, 4, 1, 3, 0];780;5000;40000;73;57,80821917808219
5;[4, 0, 1, 1, 4, 1, 3, 0];780;5000;40000;73;57,80821917808219
6;[4, 0, 1, 1, 4, 1, 3, 0];780;5000;40000;73;57,80821917808219
7;[4, 0, 1, 1, 4, 1, 3, 0];780;5000;40000;73;57,80821917808219
8;[4, 0, 1, 1, 4, 1, 3, 0];780;5000;40000;73;57,80821917808219
9;[4, 0, 1, 1, 4, 1, 3, 0];780;5000;40000;73;57,80821917808219
