;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 3, 1, 3, 0];104;625;40000;155;3,361290322580645
1;[3, 0, 1, 0, 3, 1, 3, 0];104;625;40000;155;3,361290322580645
2;[3, 0, 1, 0, 3, 1, 3, 0];104;625;40000;155;3,361290322580645
3;[3, 0, 1, 0, 3, 1, 3, 0];104;625;40000;155;3,361290322580645
4;[3, 0, 1, 0, 3, 1, 3, 0];104;625;40000;155;3,361290322580645
5;[3, 0, 1, 0, 3, 1, 3, 0];104;625;40000;155;3,361290322580645
6;[3, 0, 1, 0, 3, 1, 3, 0];104;625;40000;155;3,361290322580645
7;[3, 0, 1, 0, 3, 1, 3, 0];104;625;40000;155;3,361290322580645
8;[3, 0, 1, 0, 3, 1, 3, 0];104;625;40000;155;3,361290322580645
9;[3, 0, 1, 0, 3, 1, 3, 0];104;625;40000;155;3,361290322580645
