;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 3, 1, 3, 0];9375;166450;1331600;2058;76,32410106899903
1;[3, 0, 1, 0, 3, 1, 3, 0];9375;166450;1331600;2058;76,32410106899903
2;[3, 0, 1, 0, 3, 1, 3, 0];9375;166450;1331600;2058;76,32410106899903
3;[3, 0, 1, 0, 3, 1, 3, 0];9375;166450;1331600;2058;76,32410106899903
4;[3, 0, 1, 0, 3, 1, 3, 0];9375;166450;1331600;2058;76,32410106899903
5;[3, 0, 1, 0, 3, 1, 3, 0];9375;166450;1331600;2058;76,32410106899903
6;[3, 0, 1, 0, 3, 1, 3, 0];9375;166450;1331600;2058;76,32410106899903
7;[3, 0, 1, 0, 3, 1, 3, 0];9375;166450;1331600;2058;76,32410106899903
8;[3, 0, 1, 0, 3, 1, 3, 0];9375;166450;1331600;2058;76,32410106899903
9;[3, 0, 1, 0, 3, 1, 3, 0];9375;166450;1331600;2058;76,32410106899903
