;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[4, 0, 1, 1, 4, 1, 3, 0];1684;10000;40000;73;113,91780821917808
1;[4, 0, 1, 1, 4, 1, 3, 0];1686;10000;40000;73;113,89041095890413
2;[4, 0, 1, 1, 4, 1, 3, 0];1696;10000;40000;73;113,75342465753424
3;[4, 0, 1, 1, 4, 1, 3, 0];1718;10000;40000;73;113,45205479452056
4;[4, 0, 1, 1, 4, 1, 3, 0];1690;10000;40000;73;113,83561643835615
5;[4, 0, 1, 1, 4, 1, 3, 0];1720;10000;40000;73;113,42465753424658
6;[4, 0, 1, 1, 4, 1, 3, 0];1675;10000;40000;73;114,04109589041096
7;[4, 0, 1, 1, 4, 1, 3, 0];1741;10000;40000;73;113,13698630136986
8;[4, 0, 1, 1, 4, 1, 3, 0];1667;10000;40000;73;114,15068493150685
9;[4, 0, 1, 1, 4, 1, 3, 0];1702;10000;40000;73;113,67123287671232
