;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[4, 0, 1, 1, 4, 1, 3, 0];254;1250;40000;51;19,529411764705884
1;[4, 0, 1, 1, 4, 1, 3, 0];257;1250;40000;52;19,096153846153847
2;[4, 0, 1, 1, 4, 1, 3, 1];212;1250;40000;43;24,13953488372093
3;[4, 0, 1, 1, 4, 1, 3, 0];298;1250;40000;45;21,155555555555555
4;[4, 0, 1, 1, 4, 1, 3, 1];203;1250;40000;43;24,348837209302324
5;[3, 0, 1, 1, 4, 1, 3, 1];316;1250;40000;53;17,62264150943396
6;[4, 0, 1, 1, 4, 1, 3, 0];305;1250;40000;42;22,5
7;[3, 0, 1, 1, 4, 1, 3, 1];297;1250;40000;58;16,43103448275862
8;[3, 0, 1, 1, 4, 1, 3, 1];337;1250;40000;50;18,26
9;[4, 0, 1, 1, 4, 1, 3, 1];222;1250;40000;48;21,416666666666668
