;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[4, 0, 1, 1, 4, 1, 3, 0];1715;10000;40000;73;113,4931506849315
1;[4, 0, 1, 1, 4, 1, 3, 0];1715;10000;40000;73;113,4931506849315
2;[4, 0, 1, 1, 4, 1, 3, 0];1715;10000;40000;73;113,4931506849315
3;[4, 0, 1, 1, 4, 1, 3, 0];1715;10000;40000;73;113,4931506849315
4;[4, 0, 1, 1, 4, 1, 3, 0];1715;10000;40000;73;113,4931506849315
5;[4, 0, 1, 1, 4, 1, 3, 0];1715;10000;40000;73;113,4931506849315
6;[4, 0, 1, 1, 4, 1, 3, 0];1715;10000;40000;73;113,4931506849315
7;[4, 0, 1, 1, 4, 1, 3, 0];1715;10000;40000;73;113,4931506849315
8;[4, 0, 1, 1, 4, 1, 3, 0];1715;10000;40000;73;113,4931506849315
9;[4, 0, 1, 1, 4, 1, 3, 0];1715;10000;40000;73;113,4931506849315
