;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[4, 0, 1, 1, 4, 1, 3, 0];6978;41612;1331600;74;468,02702702702703
1;[4, 0, 1, 1, 4, 1, 3, 0];6745;41612;1331600;75;464,8933333333333
2;[4, 0, 1, 1, 4, 1, 3, 0];6824;41612;1331600;77;451,7922077922078
3;[4, 0, 1, 1, 4, 1, 3, 0];6819;41612;1331600;76;457,80263157894734
4;[4, 0, 1, 1, 4, 1, 3, 0];7046;41612;1331600;74;467,1081081081081
5;[4, 0, 1, 1, 4, 1, 3, 0];6828;41612;1331600;76;457,6842105263158
6;[4, 0, 1, 1, 4, 1, 3, 0];7268;41612;1331600;71;483,7183098591549
7;[4, 0, 1, 1, 4, 1, 3, 0];6971;41612;1331600;74;468,1216216216216
8;[4, 0, 1, 1, 4, 1, 3, 0];7041;41612;1331600;73;473,5753424657534
9;[4, 0, 1, 1, 4, 1, 3, 0];6976;41612;1331600;73;474,4657534246575
