;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 4, 1, 3, 0];2525;20000;40000;509;34,33202357563851
1;[3, 0, 1, 0, 4, 1, 3, 0];2634;20000;40000;497;34,94164989939638
2;[3, 0, 1, 0, 4, 1, 3, 0];2571;20000;40000;499;34,92785571142284
3;[3, 0, 1, 0, 4, 1, 3, 0];2602;20000;40000;499;34,86573146292585
4;[3, 0, 1, 0, 4, 1, 3, 0];2597;20000;40000;498;34,94578313253012
5;[3, 0, 1, 0, 4, 1, 3, 0];2594;20000;40000;497;35,02213279678068
6;[3, 0, 1, 0, 4, 1, 3, 0];2491;20000;40000;513;34,13060428849902
7;[3, 0, 1, 0, 4, 1, 3, 0];2609;20000;40000;500;34,782
8;[3, 0, 1, 0, 4, 1, 3, 0];2585;20000;40000;501;34,76047904191617
9;[3, 0, 1, 0, 4, 1, 3, 0];2598;20000;40000;496;35,08467741935484
