;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 4, 1, 3, 0];67250;665800;1331600;723;827,8699861687413
1;[3, 0, 1, 0, 3, 1, 3, 0];84095;665800;1331600;854;681,1533957845434
2;[3, 0, 1, 0, 4, 1, 3, 0];66794;665800;1331600;731;819,4336525307798
3;[3, 0, 1, 0, 3, 1, 3, 0];84751;665800;1331600;849;684,3922261484099
4;[3, 0, 1, 0, 3, 1, 3, 0];84464;665800;1331600;855;679,9251461988304
5;[3, 0, 1, 0, 3, 1, 3, 0];84756;665800;1331600;850;683,5811764705883
6;[3, 0, 1, 0, 3, 1, 3, 0];84124;665800;1331600;853;681,9179366940211
7;[3, 0, 1, 0, 4, 1, 3, 0];67135;665800;1331600;730;820,0890410958904
8;[3, 0, 1, 0, 3, 1, 3, 0];84576;665800;1331600;854;680,5901639344262
9;[3, 0, 1, 0, 3, 1, 3, 0];84019;665800;1331600;859;677,2770663562281
