;β1.0;β0.5;β0.25;β0.125;β0.0625;β0.03125;β0.015625
k5;[0.30416415208207603, 0.30416415208207603, 0.30416415208207603, 0.30416415208207603, 0.30416415208207603, 0.30416415208207603];[0.46942650968477023, 0.46427221172022687, 0.4722746133534515, 0.4645849200304646, 0.46608563849943163, 0.46950517836593786, 0.4686443860307923, 0.46978335233751434, 0.46822995461422084, 0.46876183263915183];[0.42966636609558156, 0.4285067873303168, 0.42398573339277745, 0.43037404236142407, 0.42193719593100404, 0.4298601714027966, 0.427992799279928, 0.43035107587768967, 0.42514699231117137, 0.4269162210338681];[0.42109909512248955, 0.42716711349419123, 0.4320399364647152, 0.4294280442804429, 0.42749486184060287, 0.4206492335437331, 0.4322550398499765, 0.42417434284430466, 0.43425645799394924, 0.4258210645526614];[0.4279353175533161, 0.4268938521759153, 0.4244916609549921, 0.41540516473731076, 0.4336221025520956, 0.4290460370194589, 0.4246638850254984, 0.4197530864197531, 0.4257586286773222, 0.42428376534788537];[0.43397573162027125, 0.42095459837019794, 0.42178170527824216, 0.4143696339810213, 0.42612826603325415, 0.4341273699562469, 0.41846713668410285, 0.4171073810071281, 0.41641548805935547, 0.4280920421860019];[0.41290913252460515, 0.40908108108108104, 0.42007434944237915, 0.4205426356589147, 0.4170842281078501, 0.41633231059712056, 0.40530973451327434, 0.4267291910902696, 0.4053493198063177, 0.415388036468757]
k10;[0.2962962962962963, 0.2962962962962963, 0.2962962962962963, 0.2962962962962963, 0.2962962962962963, 0.2962962962962963];[0.47072243346007603, 0.47054351957430635, 0.46201791975068174, 0.46625290923196283, 0.46509834168916314, 0.46326372776488783, 0.46718146718146714, 0.4667435601691656, 0.4668962877918102, 0.4659357870007831];[0.43047882136279925, 0.4277430865298841, 0.4299233889139251, 0.4294064748201439, 0.42440556303275007, 0.4254545454545455, 0.42710939276779625, 0.43050541516245483, 0.4275642483511485, 0.42802259887005645];[0.43255706709707176, 0.4360558224662548, 0.4225799138517343, 0.4228877961555656, 0.4267877412031782, 0.4255614725630933, 0.42940385477364407, 0.42802945771033246, 0.4286376274328082, 0.4324324324324324];[0.4301376253790529, 0.4259344716197508, 0.4238263950398583, 0.4269195189639223, 0.4280549530007231, 0.42819593787335725, 0.42807665666127914, 0.43047440990885716, 0.42893459671828055, 0.42370508632757814];[0.42432748538011694, 0.4302325581395349, 0.4194756554307115, 0.4293364377182771, 0.423781212841855, 0.4364789075835162, 0.4382103990326482, 0.42131863082931315, 0.41824196597353497, 0.4272595456742388];[0.410741800572309, 0.41009320300068197, 0.41480413362172547, 0.42056530214424953, 0.4102446832837868, 0.40249888442659526, 0.4113029827315542, 0.4106378183457291, 0.417242969110189, 0.40744021257750224]
k20;[0.29508196721311475, 0.29508196721311475, 0.29508196721311475, 0.29508196721311475, 0.29508196721311475, 0.29508196721311475];[0.4533029612756264, 0.4671916010498688, 0.46112394149345654, 0.46297014346645987, 0.4565131837859111, 0.45869394177812745, 0.4579914028917546, 0.4552209620649198, 0.4604541895066562, 0.4661081492764661];[0.42982862436313113, 0.43017806935332714, 0.4297784882393241, 0.42656563405393366, 0.4301319981793355, 0.4242424242424243, 0.43334111604015874, 0.42749486184060287, 0.4276179516685846, 0.4283096655978012];[0.42534722222222227, 0.42455822383325786, 0.42435094001790513, 0.4322550398499765, 0.4281444010117269, 0.42126334519572955, 0.4214367160775371, 0.42787906762058614, 0.4235136940547763, 0.4220143571894714];[0.42128408091468783, 0.428197189807097, 0.4156931893321578, 0.4114337159576863, 0.4143356643356644, 0.42366757000903343, 0.42121684867394693, 0.42487517022242394, 0.41632837167343256, 0.4245477444469888];[0.4299153339604892, 0.416403785488959, 0.4165348994804608, 0.42999053926206243, 0.4256434699714013, 0.41890341821518695, 0.4173719376391982, 0.40677220756376425, 0.419634703196347, 0.42881072026800665];[0.4016218523260777, 0.40579083837510804, 0.41680280046674445, 0.4190871369294606, 0.4159333024548402, 0.4123711340206186, 0.407780642137333, 0.4147358665430955, 0.4014489665459195, 0.40641247833622185]
k40;[0.31253644314868806, 0.31253644314868806, 0.31253644314868806, 0.31253644314868806, 0.31253644314868806, 0.31253644314868806];[0.45542261675028944, 0.47023132347364427, 0.46681580909768833, 0.46696696696696693, 0.45705279747832933, 0.45828614571536436, 0.46012972148035103, 0.4676285608583056, 0.46123727486296007, 0.45925925925925926];[0.42651685393258426, 0.427073837739289, 0.4269662921348315, 0.4231030577576444, 0.4258416742493175, 0.4253476179621609, 0.42536806342015854, 0.4315352697095436, 0.42882882882882883, 0.4229997771339425];[0.42605714285714286, 0.4199173932996788, 0.4230682586168056, 0.4308190652475705, 0.42233228275551554, 0.43047440990885716, 0.4178775869660942, 0.4252565818830879, 0.4265466816647919, 0.42650768172437514];[0.42830009496676164, 0.42498860009119926, 0.4223826714801444, 0.4234601449275362, 0.42121684867394693, 0.4200751713464515, 0.42435424354243545, 0.421875, 0.41815800960279353, 0.4293706293706293];[0.41197497765862373, 0.4147611501018791, 0.4203102961918195, 0.4153709462461128, 0.401051939513478, 0.4163979732842008, 0.4044395116537181, 0.4190431298609474, 0.42026964202696426, 0.4180662732637313];[0.4136220117275598, 0.41217150760719223, 0.39818388195232685, 0.3991341991341992, 0.40278684955366867, 0.4108855677002008, 0.39982502187226593, 0.40766857646540333, 0.428641975308642, 0.4048078986907061]
k80;[0.23863636363636362, 0.23863636363636362, 0.23863636363636362, 0.23863636363636362, 0.23863636363636362, 0.23863636363636362];[0.4345776031434184, 0.4392690791830885, 0.44444444444444436, 0.43155100492984455, 0.4303122619954303, 0.4320183837610111, 0.44389204545454547, 0.43655589123867067, 0.4395997140814868, 0.43889315910837823];[0.422103861517976, 0.4178393591686512, 0.42382022471910114, 0.42102928127772854, 0.4222860933009064, 0.4193262411347517, 0.4211226980252939, 0.4141546526867627, 0.41914846679902934, 0.4200933540786842];[0.4185844550586192, 0.41640245191291475, 0.41583297085689436, 0.4177326863696515, 0.4154652686762778, 0.4156811213315813, 0.41406249999999994, 0.4178383128295255, 0.4180437695399733, 0.4173687621516526];[0.41670253981919925, 0.41203806151803496, 0.40951972555746136, 0.41470979175897216, 0.4139325842696629, 0.4119311996516438, 0.4142295940637276, 0.4068383466782082, 0.4114070035646886, 0.41312324627671054];[0.40580357142857143, 0.40635888501742157, 0.41614629794826047, 0.411544393038114, 0.40916955017301043, 0.41948310139165007, 0.4167038856632425, 0.40653023683605427, 0.4114127933732168, 0.41168224299065426];[0.39657819697302044, 0.38789376158122296, 0.3987384546068935, 0.40078671328671334, 0.40631434454358273, 0.40189736955584304, 0.4004405286343612, 0.3970772442588726, 0.39430724152365004, 0.4015215553677092]
k160;[0.23758642363293528, 0.23758642363293528, 0.23758642363293528, 0.23758642363293528, 0.23758642363293528, 0.23758642363293528];[0.4344351616418452, 0.4321643641516118, 0.43512264486313545, 0.42980157244477724, 0.44200070947144376, 0.4320531757754801, 0.42819047619047623, 0.4391117478510029, 0.42625424368162956, 0.4283011729095724];[0.4060276266220175, 0.40873100791782585, 0.4097476816907484, 0.40587618048268626, 0.41051701281484754, 0.40961822400337483, 0.4087654588847906, 0.4095218032441542, 0.4094454072790295, 0.4063779357897005];[0.4100327153762268, 0.4113965033455645, 0.40807560137457044, 0.4069945355191257, 0.40490278951817416, 0.40269623831267665, 0.40935672514619886, 0.4108012394864985, 0.4070647603027755, 0.40797342192691033];[0.40621065883340324, 0.41124704872290196, 0.40407038371846504, 0.4076086956521739, 0.4011082693947145, 0.4070040572282725, 0.4081349664894846, 0.39847231063017186, 0.4059252708379394, 0.4044117647058824];[0.4044247787610619, 0.3943839061190277, 0.4032541776605102, 0.3943844492440604, 0.40425994349054556, 0.4069524913093859, 0.40152023250614804, 0.41539578794480764, 0.40373831775700936, 0.40631078452561054];[0.39062500000000006, 0.39574468085106373, 0.3988330902271306, 0.3964497041420118, 0.39108586410312435, 0.3959746226208707, 0.3927683615819209, 0.39868565169769987, 0.4051624798340631, 0.4009598603839442]
