;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 1, 4, 1, 3, 0];3681;20000;40000;141;115,73758865248227
1;[3, 0, 1, 1, 4, 1, 3, 0];3680;20000;40000;139;117,41007194244604
2;[3, 0, 1, 1, 4, 1, 3, 0];3706;20000;40000;142;114,74647887323944
3;[3, 0, 1, 1, 4, 1, 3, 0];3686;20000;40000;136;119,95588235294116
4;[3, 0, 1, 1, 4, 1, 3, 0];3699;20000;40000;142;114,79577464788731
5;[3, 0, 1, 1, 4, 1, 3, 0];3827;20000;40000;135;119,8
6;[3, 0, 1, 1, 4, 1, 3, 0];3793;20000;40000;136;119,16911764705884
7;[3, 0, 1, 1, 4, 1, 3, 0];3741;20000;40000;140;116,13571428571429
8;[3, 0, 1, 1, 4, 1, 3, 0];3719;20000;40000;140;116,29285714285714
9;[3, 0, 1, 1, 4, 1, 3, 0];3699;20000;40000;137;118,98540145985402
