;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 1, 4, 1, 3, 0];4900;41612;1331600;239;153,60669456066947
1;[3, 0, 1, 1, 4, 1, 3, 0];4827;41612;1331600;242;152,00413223140495
2;[3, 0, 1, 1, 4, 1, 3, 0];4955;41612;1331600;241;152,10373443983403
3;[3, 0, 1, 1, 4, 1, 3, 0];4910;41612;1331600;235;156,17872340425532
4;[3, 0, 1, 1, 4, 1, 3, 0];4976;41612;1331600;235;155,89787234042552
5;[3, 0, 1, 1, 4, 1, 3, 0];5224;41612;1331600;224;162,44642857142858
6;[3, 0, 1, 1, 4, 1, 3, 0];4883;41612;1331600;239;153,67782426778243
7;[3, 0, 1, 1, 4, 1, 3, 0];5066;41612;1331600;236;154,85593220338984
8;[3, 0, 1, 1, 4, 1, 3, 0];4851;41612;1331600;242;151,90495867768595
9;[3, 0, 1, 1, 4, 1, 3, 0];5139;41612;1331600;235;155,20425531914893
