;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 4, 1, 3, 0];7856;83225;1331600;770;97,88181818181818
1;[3, 0, 1, 0, 4, 1, 3, 0];7832;83225;1331600;770;97,91298701298702
2;[3, 0, 1, 0, 3, 1, 3, 0];10044;83225;1331600;885;82,69039548022599
3;[3, 0, 1, 0, 3, 1, 3, 0];9916;83225;1331600;888;82,55518018018019
4;[3, 0, 1, 0, 3, 1, 3, 0];9943;83225;1331600;890;82,33932584269662
5;[3, 0, 1, 0, 3, 1, 3, 0];9869;83225;1331600;900;81,50666666666666
6;[3, 0, 1, 0, 3, 1, 3, 0];9970;83225;1331600;879;83,33902161547213
7;[3, 0, 1, 0, 3, 1, 3, 0];9769;83225;1331600;905;81,16685082872928
8;[3, 0, 1, 0, 3, 1, 3, 0];9815;83225;1331600;902;81,38580931263859
9;[3, 0, 1, 0, 4, 1, 3, 0];7638;83225;1331600;774;97,6576227390181
