;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 4, 1, 3, 0];4173;41612;1331600;720;51,99861111111111
1;[3, 0, 1, 0, 4, 1, 3, 0];4303;41612;1331600;720;51,81805555555555
2;[3, 0, 1, 0, 4, 1, 3, 0];4201;41612;1331600;720;51,95972222222223
3;[3, 0, 1, 0, 4, 1, 3, 0];4315;41612;1331600;721;51,72954230235784
4;[3, 0, 1, 0, 4, 1, 3, 0];4117;41612;1331600;721;52,00416088765604
5;[3, 0, 1, 0, 4, 1, 3, 0];4218;41612;1331600;719;52,00834492350487
6;[3, 0, 1, 0, 4, 1, 3, 0];4223;41612;1331600;721;51,85714285714285
7;[3, 0, 1, 0, 4, 1, 3, 0];4199;41612;1331600;720;51,9625
8;[3, 0, 1, 0, 4, 1, 3, 0];4272;41612;1331600;721;51,78918169209431
9;[3, 0, 1, 0, 4, 1, 3, 0];4272;41612;1331600;721;51,78918169209431
