;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[2, 0, 1, 0, 3, 1, 3, 0];13577;332900;1331600;7182;44,46157059314954
1;[2, 0, 1, 0, 3, 1, 3, 0];13758;332900;1331600;7178;44,46113123432711
2;[2, 0, 1, 0, 3, 1, 3, 0];13726;332900;1331600;7193;44,372862505213405
3;[2, 0, 1, 0, 3, 1, 3, 0];13536;332900;1331600;7182;44,46727930938457
4;[2, 0, 1, 0, 3, 1, 3, 0];13612;332900;1331600;7191;44,40105687665137
5;[2, 0, 1, 0, 3, 1, 3, 0];13811;332900;1331600;7180;44,44136490250696
6;[2, 0, 1, 0, 3, 1, 3, 0];13704;332900;1331600;7174;44,49344856425983
7;[2, 0, 1, 0, 3, 1, 3, 0];13491;332900;1331600;7181;44,47973819802256
8;[2, 0, 1, 0, 3, 1, 3, 0];13671;332900;1331600;7177;44,47944823742511
9;[2, 0, 1, 0, 3, 1, 3, 0];13476;332900;1331600;7173;44,53143733444863
