;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 4, 1, 3, 0];1366;10000;40000;467;18,488222698072803
1;[3, 0, 1, 0, 4, 1, 3, 0];1366;10000;40000;467;18,488222698072803
2;[3, 0, 1, 0, 4, 1, 3, 0];1366;10000;40000;467;18,488222698072803
3;[3, 0, 1, 0, 4, 1, 3, 0];1366;10000;40000;467;18,488222698072803
4;[3, 0, 1, 0, 4, 1, 3, 0];1366;10000;40000;467;18,488222698072803
5;[3, 0, 1, 0, 4, 1, 3, 0];1366;10000;40000;467;18,488222698072803
6;[3, 0, 1, 0, 4, 1, 3, 0];1366;10000;40000;467;18,488222698072803
7;[3, 0, 1, 0, 4, 1, 3, 0];1366;10000;40000;467;18,488222698072803
8;[3, 0, 1, 0, 4, 1, 3, 0];1366;10000;40000;467;18,488222698072803
9;[3, 0, 1, 0, 4, 1, 3, 0];1366;10000;40000;467;18,488222698072803
