;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 3, 1, 3, 0];3576;41612;1331600;1350;28,174814814814816
1;[3, 0, 1, 0, 3, 1, 3, 0];3576;41612;1331600;1350;28,174814814814816
2;[3, 0, 1, 0, 3, 1, 3, 0];3576;41612;1331600;1350;28,174814814814816
3;[3, 0, 1, 0, 3, 1, 3, 0];3576;41612;1331600;1350;28,174814814814816
4;[3, 0, 1, 0, 3, 1, 3, 0];3576;41612;1331600;1350;28,174814814814816
5;[3, 0, 1, 0, 3, 1, 3, 0];3576;41612;1331600;1350;28,174814814814816
6;[3, 0, 1, 0, 3, 1, 3, 0];3576;41612;1331600;1350;28,174814814814816
7;[3, 0, 1, 0, 3, 1, 3, 0];3576;41612;1331600;1350;28,174814814814816
8;[3, 0, 1, 0, 3, 1, 3, 0];3576;41612;1331600;1350;28,174814814814816
9;[3, 0, 1, 0, 3, 1, 3, 0];3576;41612;1331600;1350;28,174814814814816
