;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 1, 4, 1, 3, 0];233;1250;40000;125;8,136
1;[3, 0, 1, 1, 4, 1, 3, 0];231;1250;40000;125;8,152
2;[3, 0, 1, 1, 4, 1, 3, 0];231;1250;40000;126;8,087301587301587
3;[3, 0, 1, 1, 4, 1, 3, 0];232;1250;40000;130;7,8307692307692305
4;[3, 0, 1, 1, 4, 1, 3, 0];211;1250;40000;122;8,51639344262295
5;[3, 0, 1, 1, 4, 1, 3, 0];236;1250;40000;122;8,311475409836065
6;[3, 0, 1, 1, 4, 1, 3, 0];217;1250;40000;128;8,0703125
7;[3, 0, 1, 1, 4, 1, 3, 0];246;1250;40000;119;8,436974789915967
8;[3, 0, 1, 1, 4, 1, 3, 0];221;1250;40000;130;7,915384615384616
9;[3, 0, 1, 1, 4, 1, 3, 0];219;1250;40000;127;8,118110236220472
