;β1.0;β0.5;β0.25;β0.125;β0.0625;β0.03125;β0.015625
k5;[0.7011673412608627, 0.7011673412608627, 0.7011673412608627, 0.7011673412608627, 0.7011673412608627, 0.7011673412608627];[0.6989719657211186, 0.6994047495764485, 0.6990721897816282, 0.6997414819763557, 0.6993704636657524, 0.6996659003324458, 0.697408067120574, 0.6989593533717282, 0.6989127104398015, 0.7001740860482467];[0.7001490683229813, 0.7006166716264921, 0.700124567015813, 0.6991788237833888, 0.6988892673484478, 0.6992422955668699, 0.6992628178580302, 0.6997628694043594, 0.698013967608807, 0.6996076609792716];[0.6997923772186835, 0.6997278550330225, 0.6991574714171764, 0.6988179079671757, 0.6997033964820674, 0.7013621441722719, 0.6995126964131804, 0.6992651285508105, 0.6994550916813426, 0.7004240664962692];[0.667177387620459, 0.6645866491507296, 0.6633765374782178, 0.6668591562262004, 0.665103272583101, 0.6670574884951824, 0.6660789532514753, 0.665008592987953, 0.6667393876335198, 0.6646177228015367];[0.6657249120794785, 0.6621531274595264, 0.6580496358125517, 0.6664131611167059, 0.6644791088225891, 0.6677692577557259, 0.6604671777977609, 0.6631996414588566, 0.6642269215093928, 0.6657094998803541];[0.6575994092544413, 0.6582781230205604, 0.6575139399464128, 0.6592701749603911, 0.6609396705272756, 0.6547077043037536, 0.6612059254851119, 0.6626061855321022, 0.6639951252126371, 0.6653963350653493]
k10;[0.6993875714741822, 0.6993875714741822, 0.6993875714741822, 0.6993875714741822, 0.6993875714741822, 0.6993875714741822];[0.6995980274335917, 0.6991199371443062, 0.6991341003481024, 0.6990628772448011, 0.6988884642863077, 0.6985670611234741, 0.6988995833454494, 0.6993663926705699, 0.6992968678659484, 0.6987397296691064];[0.666507377598927, 0.6669159758142114, 0.6661372593507617, 0.6667755361823647, 0.6652280587661473, 0.668140179847046, 0.6633226170452852, 0.6679362953351611, 0.6668034709193246, 0.6665576657024274];[0.6675229187809778, 0.666214296852939, 0.6673854040380734, 0.664947080438579, 0.6666164267711657, 0.666574081088133, 0.6684147137050234, 0.6635889472173927, 0.6674632322114337, 0.665849487367419];[0.6627488973306479, 0.6616605042586263, 0.6659210482222445, 0.6628308985526895, 0.6642955271430859, 0.6630713831815294, 0.6635772220344711, 0.6656948289551625, 0.6675342500146457, 0.6636372507838719];[0.6606984667802386, 0.6621121766631337, 0.6629732069336824, 0.6613598392724965, 0.6648517364184352, 0.6630279478890514, 0.6640251158315822, 0.6614981168685365, 0.663210638702721, 0.6638101405276304];[0.6523052005393087, 0.664606365159129, 0.662888327370116, 0.6667689564369985, 0.6643388556045401, 0.6576397367050567, 0.6579747602048868, 0.6646269848235968, 0.6553113818676515, 0.6522397954351737]
k20;[0.6990039013862372, 0.6990039013862372, 0.6990039013862372, 0.6990039013862372, 0.6990039013862372, 0.6990039013862372];[0.6661816775018292, 0.6664456706459937, 0.6684496902728948, 0.6662492593822091, 0.6662088027842618, 0.6672966434835198, 0.6665546712584783, 0.6649198728784907, 0.6656402794931227, 0.6668991127839763];[0.6647333451527662, 0.6659320508399015, 0.6663112961649367, 0.6651524218084972, 0.6662707738441194, 0.6683438926129619, 0.664804469273743, 0.6644972339733158, 0.6643137254901962, 0.6679051277320227];[0.6634135193242031, 0.6627834566782034, 0.6631633458694489, 0.6634700914073686, 0.6644044076113074, 0.6642603850050658, 0.6641232984359554, 0.6643554703914746, 0.6629251081169231, 0.6628855435434928];[0.6607460793899517, 0.6653221241535462, 0.6601719148863632, 0.6603941849400701, 0.6635146585324522, 0.662491319003337, 0.6647815732114755, 0.6656900656883771, 0.6616224198804997, 0.6619806575091884];[0.661524642497185, 0.665194408747042, 0.6617842764011252, 0.6577233798810117, 0.6592164069828146, 0.6570834836072612, 0.6606459254245891, 0.6590788844351702, 0.6580928428321753, 0.6631124052699569];[0.6604080082698678, 0.6535052307903733, 0.661380150363308, 0.6575676602736478, 0.6646220921799171, 0.6619819592506151, 0.6596256741038384, 0.6524971144072905, 0.6630721683929168, 0.6610686251389684]
k40;[0.6666247073336522, 0.6666247073336522, 0.6666247073336522, 0.6666247073336522, 0.6666247073336522, 0.6666247073336522];[0.6643401176860178, 0.665210069882967, 0.6668795133652323, 0.6665150883575226, 0.6665404518490471, 0.6658714725511031, 0.6652320572047014, 0.6656185590909282, 0.6646862486127931, 0.6668319536075975];[0.6654129644588046, 0.6655026526089585, 0.665937088564073, 0.6623908889333395, 0.6627175246008071, 0.6667928321200421, 0.6625390156572916, 0.6632243452687799, 0.6645227996877043, 0.663369355330465];[0.6628003454289924, 0.6631422561024647, 0.6638052427488276, 0.6634228486081905, 0.6631960756927426, 0.6597813866600549, 0.661745615598035, 0.6632712579355351, 0.6625856066113173, 0.6644727937195452];[0.6637536237973194, 0.6616235803091043, 0.659467572277127, 0.6616789886704854, 0.6589518579008387, 0.6608502860237621, 0.6618006097329572, 0.6626517210527205, 0.6647764211444653, 0.6613883293851369];[0.6592154117072965, 0.6627256669841283, 0.6576658047916852, 0.6657560146759343, 0.6610125909970367, 0.6638718746862136, 0.6635041965165125, 0.6638842632013858, 0.6551006008253331, 0.6647362615322904];[0.6556912668921734, 0.6524149051422238, 0.6566371165529217, 0.6582732316804338, 0.6521321205354332, 0.6596527666168028, 0.6527003151661652, 0.650621524232272, 0.6591347342398022, 0.6571031737805509]
k80;[0.6664621462041143, 0.6664621462041143, 0.6664621462041143, 0.6664621462041143, 0.6664621462041143, 0.6664621462041143];[0.6642235417158665, 0.6659978592566165, 0.6630520488015804, 0.6680606902089363, 0.6657871185415187, 0.6657278100538933, 0.6658104722403521, 0.6645152308996798, 0.6659409752284248, 0.6660700631055316];[0.663239226837277, 0.6624855194537915, 0.6606654919686407, 0.6627994550362604, 0.6639954013660647, 0.663196326917864, 0.6634144688923896, 0.6648976785194498, 0.6632730974802749, 0.663683231913455];[0.662739992669085, 0.6585194907802684, 0.6624106596951361, 0.6633857439702529, 0.6626337126330811, 0.662058702921618, 0.6629243788139307, 0.6630900384592727, 0.6620583264137981, 0.6631439783434411];[0.6689848161210736, 0.6630356029587693, 0.6640548235116274, 0.6613000688783811, 0.6606816952818709, 0.6610780372801438, 0.6603919239904987, 0.6677638943013259, 0.6617603023107711, 0.6618479579458147];[0.6494878211473996, 0.662349246691675, 0.6626795618244862, 0.6562872952153629, 0.6588098741890688, 0.6640296301109505, 0.6464389410760034, 0.6526950640960937, 0.6563520215319948, 0.6599297157281682];[0.6603722579567952, 0.6496418844359214, 0.6464242641750372, 0.65254114899464, 0.6577816097048029, 0.6507653114061432, 0.6505187464518729, 0.6541840656107587, 0.6549539752675175, 0.6388161016333318]
k160;[0.6637400338858445, 0.6637400338858445, 0.6637400338858445, 0.6637400338858445, 0.6637400338858445, 0.6637400338858445];[0.66316132610251, 0.6620865139949109, 0.6634700914073686, 0.6639850936085889, 0.660793738568208, 0.6634558005087162, 0.6634743395221653, 0.6623811118979268, 0.6635406341864267, 0.6619501118416594];[0.6610132233081945, 0.6610997721864176, 0.6628613282483237, 0.6617537132214756, 0.6629108060234019, 0.6615645827525912, 0.6640173744281688, 0.6628410840646535, 0.6610833685992382, 0.6610884324964572];[0.6624500469527063, 0.6645292428909705, 0.6649247981777376, 0.6637090290726797, 0.6606352407998954, 0.6600071170758985, 0.6621409877798268, 0.6603309944636884, 0.6590738199722171, 0.6645155612918366];[0.6550928644531315, 0.654671756943482, 0.6532251964533344, 0.659136922382634, 0.6616792382836651, 0.6563288525943937, 0.6577504201645626, 0.6599344684965354, 0.6571757214063046, 0.6623549071119519];[0.6500256889784009, 0.6524241545380647, 0.6376453213813473, 0.6440512219590124, 0.6539413016856657, 0.6499159181329723, 0.6498263523251445, 0.6453204454717377, 0.6460543174609842, 0.6539345769837098];[0.6027339513193313, 0.605191694341957, 0.6437154484834007, 0.6347139989002417, 0.6437523433188557, 0.6467008620904654, 0.655650505402156, 0.6501199376818644, 0.6449582193577397, 0.6019069698527938]
