;β1.0;β0.5;β0.25;β0.125;β0.0625;β0.03125;β0.015625
k5;[0.3638269893734229, 0.3638269893734229, 0.3638269893734229, 0.3638269893734229, 0.3638269893734229, 0.3638269893734229];[0.5135144659407266, 0.513862001806812, 0.5141046702651959, 0.5150568448745654, 0.5138368693569407, 0.5138436577824284, 0.5139177693761815, 0.5142483110082521, 0.5141712733064743, 0.5142716477745607];[0.4708202690401538, 0.4698436497581581, 0.47141701106904427, 0.4706094508522501, 0.4702573558427023, 0.47070843205877877, 0.47012003893154536, 0.470068213610995, 0.4712305025996533, 0.46995435372970473];[0.46740847245142964, 0.46819193650477564, 0.4670641721075814, 0.4679081077622063, 0.46792651441333155, 0.4664235385759303, 0.46745140511885086, 0.4671729718219888, 0.4666548509446669, 0.4668488095660504];[0.46954312899591705, 0.46933195547805123, 0.46911349196104574, 0.46829819654188165, 0.47041888585000713, 0.4715774531601932, 0.4707656562303824, 0.4688915886514686, 0.4683634173102988, 0.46858282059004913];[0.46956997215647056, 0.47227985664746597, 0.47131913168146217, 0.4716445510296954, 0.46948873803710756, 0.47110617137825767, 0.4710692459944811, 0.4713833370599309, 0.4710515837104073, 0.47011447054670674];[0.4710995472153379, 0.46895000864902264, 0.4688113210249652, 0.4708078849104119, 0.46837680534597975, 0.47188210599965025, 0.46960436975517533, 0.4699084106209009, 0.46898897946533463, 0.47035670356703563]
k10;[0.32152588555858314, 0.32152588555858314, 0.32152588555858314, 0.32152588555858314, 0.32152588555858314, 0.32152588555858314];[0.4999172557270857, 0.4994522000353419, 0.49966998255622075, 0.49897942425451053, 0.4998939404652478, 0.4992446060148246, 0.49903077868658696, 0.5007162221354073, 0.4989405782088709, 0.4994818408780442];[0.46408316223240054, 0.4649428968256824, 0.4654318406310158, 0.467248528431003, 0.46533491703559726, 0.46691421774825215, 0.4658543291703448, 0.4650971863139776, 0.4651726401281006, 0.4650711374077082];[0.45971012052588, 0.46109631883690466, 0.46095654011410864, 0.4618926878880123, 0.46026375945138037, 0.46002501510743843, 0.46155905079206316, 0.4603241779169664, 0.4617508388905407, 0.45955629241425827];[0.4620966310483156, 0.46314631463146316, 0.46178377803763143, 0.4608867231978047, 0.46368591684776805, 0.4619452715156671, 0.46149915183862933, 0.4607140834701851, 0.46254460667927266, 0.46274810352046214];[0.4649324755613888, 0.4654391180120639, 0.4653251264901331, 0.4647880238315977, 0.46414645335168303, 0.4658006783575088, 0.46606917920280316, 0.46651803430088673, 0.46646160955392857, 0.46451307299778233];[0.4657977631997225, 0.46678063338452186, 0.46416210704694616, 0.4630450823488957, 0.46683597359976137, 0.46558277332177184, 0.4617432466099583, 0.4652866587189769, 0.46545864726894104, 0.4653646848251274]
k20;[0.32471243314528536, 0.32471243314528536, 0.32471243314528536, 0.32471243314528536, 0.32471243314528536, 0.32471243314528536];[0.4994028827167063, 0.5000883548330094, 0.4997647280255976, 0.49916584829087646, 0.49944232183962606, 0.49973425929206683, 0.4998751441787459, 0.4986349920973227, 0.49992934193791516, 0.49972803594655313];[0.46708498059555337, 0.4658249450422307, 0.46605945292887785, 0.4663402781293164, 0.46545271340146827, 0.46581919678366374, 0.4645829294387121, 0.4654967388562575, 0.4660424252933356, 0.4670375622704629];[0.460840611199684, 0.45975640557909797, 0.46125396141982933, 0.46044962531223976, 0.4616486235475111, 0.46196176320417537, 0.4594228433843195, 0.4602325074372841, 0.4612368385790954, 0.46164168773748826];[0.46212261004102145, 0.46250994431185366, 0.46264024147161, 0.46179527066862713, 0.46088125044203976, 0.4629732461948087, 0.4626899523701519, 0.46093247247346353, 0.46130485755046113, 0.4628133239522704];[0.4627323433331907, 0.46410519297088404, 0.4645606469002695, 0.46504767044432455, 0.4635326452610332, 0.4646089111764367, 0.46454606175082774, 0.4651998591174715, 0.46426310640501806, 0.4637034494594131];[0.46399678696425495, 0.4649715927502106, 0.46581085753803597, 0.46555569946322434, 0.4655804716830707, 0.4648477807523289, 0.4645592215120631, 0.46630852994555355, 0.4646110063778919, 0.46521748528362794]
k40;[0.2645266698702547, 0.2645266698702547, 0.2645266698702547, 0.2645266698702547, 0.2645266698702547, 0.2645266698702547];[0.4635076187630714, 0.46360461348279547, 0.46280394541929115, 0.4603376293338174, 0.4613043478260869, 0.4640670859538784, 0.46453048189744883, 0.46104312671726155, 0.46435034816688037, 0.46376742181138947];[0.4380150895550462, 0.4384846813768263, 0.43697676508610256, 0.43617021276595747, 0.43736930299547144, 0.43763245744047213, 0.43694712452882384, 0.43718739175614824, 0.4372302158273381, 0.4371301108019788];[0.43133429978154714, 0.4333874239350913, 0.43310227525833733, 0.43226802739358133, 0.4333405417094664, 0.4328505795063937, 0.432013411567477, 0.43396635625499846, 0.4335266337472921, 0.43419256240448295];[0.4327608839808913, 0.4325271126382476, 0.4341186883872406, 0.43383280597478124, 0.4334063201146163, 0.43283299782482404, 0.43302900650203824, 0.4325367993326336, 0.43468454697997977, 0.43387345470284305];[0.4331442490798124, 0.43460090797095036, 0.43298593298593296, 0.4355295013737384, 0.4353078294254765, 0.43564369968426664, 0.43318767869666075, 0.4358549931600547, 0.43147214925213107, 0.4364129424801602];[0.4354315424134549, 0.4346061386125128, 0.4343233427242795, 0.4335438510433912, 0.43501950852214394, 0.4301608408898036, 0.43584560725742477, 0.4337464251668255, 0.4363921073054813, 0.435842952320895]
k80;[0.2634221410022122, 0.2634221410022122, 0.2634221410022122, 0.2634221410022122, 0.2634221410022122, 0.2634221410022122];[0.462809120175555, 0.46385953971433025, 0.4635322917416661, 0.4617849081332977, 0.46208193677509585, 0.462046045660341, 0.46214514845276283, 0.46139136328427577, 0.4627742852325553, 0.4607300751334767];[0.43724949031246974, 0.4366042808396236, 0.43685066620522583, 0.43821052338994354, 0.43666995522501334, 0.4365622995261056, 0.43756199407631435, 0.43718771559383685, 0.43769309274700247, 0.4354215693673544];[0.43133557980316645, 0.4337608281416814, 0.432568977744757, 0.43259707513867873, 0.43149724620472674, 0.43314600282686466, 0.4332996972754793, 0.4325461081062922, 0.431592703221677, 0.4319338209169343];[0.43271100346486363, 0.43298843825298156, 0.4342644370910425, 0.43137543287293917, 0.4326274425653474, 0.43176122275762047, 0.4337391703637677, 0.43260040491548557, 0.43183070945537166, 0.43320154902780966];[0.43397274377523104, 0.43491418678517385, 0.43092454480506903, 0.43204145525207815, 0.4342981828099962, 0.43399945989738054, 0.43478024479920624, 0.43346729104968185, 0.4332787404546711, 0.4354990776798524];[0.43587104212129946, 0.43516354742228, 0.43641764238593583, 0.43415844629929656, 0.4333125372972387, 0.43474153980944036, 0.43827621594074406, 0.4357803824799506, 0.4348382965097662, 0.431769615013853]
k160;[0.26097015500886867, 0.26097015500886867, 0.26097015500886867, 0.26097015500886867, 0.26097015500886867, 0.26097015500886867];[0.46210404512800735, 0.46227041648050426, 0.46353307020691303, 0.46173815993788825, 0.462913573127658, 0.4606767343883919, 0.4607438016528926, 0.4599897877306879, 0.46030919722521524, 0.4634152175473007];[0.43865557962406543, 0.4384329009771668, 0.43942043642850626, 0.4398590628098825, 0.4379228711109866, 0.43828297456518983, 0.4384010760371569, 0.43968078125330756, 0.4392344497607656, 0.4376259642782681];[0.43182754452195876, 0.42598214986782523, 0.43214235277503177, 0.4329432821249881, 0.4308536259031308, 0.4323311069154299, 0.4331621801037758, 0.43302931728816785, 0.4316482686027368, 0.4301716798616371];[0.4326511249661154, 0.43306152605215176, 0.4334337247470474, 0.4314576746506313, 0.42996777514808726, 0.43266147503435637, 0.4342264125347623, 0.43400994538191895, 0.43212737127371276, 0.43195497327211285];[0.43376727773122703, 0.4345130563310888, 0.4265097749518508, 0.42852487580386656, 0.4262618555887343, 0.43192944127523564, 0.4258926750984918, 0.4336085557991354, 0.4352754695230318, 0.43536964631732833];[0.4334454391648915, 0.4332055601784277, 0.42655096110266866, 0.4345495632044534, 0.4350971291043493, 0.43430796036153774, 0.43510574723697143, 0.4356962618755429, 0.4374525469654438, 0.43432468478873626]
