;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 3, 1, 3, 0];17319;332900;1331600;2143;147,26131591227252
1;[3, 0, 1, 0, 3, 1, 3, 0];17670;332900;1331600;2123;148,48327837965144
2;[3, 0, 1, 0, 3, 1, 3, 0];17715;332900;1331600;2120;148,67216981132074
3;[3, 0, 1, 0, 3, 1, 3, 0];17477;332900;1331600;2141;147,32508173750583
4;[3, 0, 1, 0, 3, 1, 3, 0];17731;332900;1331600;2107;149,58186995728525
5;[3, 0, 1, 0, 3, 1, 3, 0];17737;332900;1331600;2119;148,73194903256254
6;[3, 0, 1, 0, 3, 1, 3, 0];17462;332900;1331600;2134;147,8153701968135
7;[3, 0, 1, 0, 3, 1, 3, 0];17606;332900;1331600;2115;149,07517730496454
8;[3, 0, 1, 0, 3, 1, 3, 0];17603;332900;1331600;2119;148,79518640868335
9;[3, 0, 1, 0, 3, 1, 3, 0];17440;332900;1331600;2120;148,80188679245282
