;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 3, 1, 3, 0];278;2500;40000;538;4,130111524163569
1;[3, 0, 1, 0, 3, 1, 3, 0];295;2500;40000;529;4,168241965973535
2;[3, 0, 1, 0, 3, 1, 3, 0];291;2500;40000;548;4,031021897810219
3;[3, 0, 1, 0, 3, 1, 3, 0];281;2500;40000;538;4,12453531598513
4;[3, 0, 1, 0, 3, 1, 3, 0];290;2500;40000;524;4,217557251908397
5;[3, 0, 1, 0, 3, 1, 3, 0];289;2500;40000;555;3,983783783783784
6;[3, 0, 1, 0, 3, 1, 3, 0];262;2500;40000;537;4,167597765363128
7;[3, 0, 1, 0, 3, 1, 3, 0];296;2500;40000;553;3,985533453887885
8;[3, 0, 1, 0, 3, 1, 3, 0];311;2500;40000;513;4,2670565302144245
9;[3, 0, 1, 0, 3, 1, 3, 0];306;2500;40000;518;4,235521235521236
