;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[2, 0, 1, 0, 3, 1, 2, 0];1783;41612;1331600;3856;10,329097510373444
1;[2, 0, 1, 0, 3, 1, 2, 0];1783;41612;1331600;3856;10,329097510373444
2;[2, 0, 1, 0, 3, 1, 2, 0];1783;41612;1331600;3856;10,329097510373444
3;[2, 0, 1, 0, 3, 1, 2, 0];1783;41612;1331600;3856;10,329097510373444
4;[2, 0, 1, 0, 3, 1, 2, 0];1783;41612;1331600;3856;10,329097510373444
5;[2, 0, 1, 0, 3, 1, 2, 0];1783;41612;1331600;3856;10,329097510373444
6;[2, 0, 1, 0, 3, 1, 2, 0];1783;41612;1331600;3856;10,329097510373444
7;[2, 0, 1, 0, 3, 1, 2, 0];1783;41612;1331600;3856;10,329097510373444
8;[2, 0, 1, 0, 3, 1, 2, 0];1783;41612;1331600;3856;10,329097510373444
9;[2, 0, 1, 0, 3, 1, 2, 0];1783;41612;1331600;3856;10,329097510373444
