;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 4, 1, 3, 0];4268;41612;1331600;721;51,79472954230236
1;[3, 0, 1, 0, 4, 1, 3, 0];4268;41612;1331600;721;51,79472954230236
2;[3, 0, 1, 0, 4, 1, 3, 0];4268;41612;1331600;721;51,79472954230236
3;[3, 0, 1, 0, 4, 1, 3, 0];4268;41612;1331600;721;51,79472954230236
4;[3, 0, 1, 0, 4, 1, 3, 0];4268;41612;1331600;721;51,79472954230236
5;[3, 0, 1, 0, 4, 1, 3, 0];4268;41612;1331600;721;51,79472954230236
6;[3, 0, 1, 0, 4, 1, 3, 0];4268;41612;1331600;721;51,79472954230236
7;[3, 0, 1, 0, 4, 1, 3, 0];4268;41612;1331600;721;51,79472954230236
8;[3, 0, 1, 0, 4, 1, 3, 0];4268;41612;1331600;721;51,79472954230236
9;[3, 0, 1, 0, 4, 1, 3, 0];4268;41612;1331600;721;51,79472954230236
