;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 3, 1, 3, 0];4718;83225;1331600;2058;38,147230320699705
1;[3, 0, 1, 0, 3, 1, 3, 0];4718;83225;1331600;2058;38,147230320699705
2;[3, 0, 1, 0, 3, 1, 3, 0];4718;83225;1331600;2058;38,147230320699705
3;[3, 0, 1, 0, 3, 1, 3, 0];4718;83225;1331600;2058;38,147230320699705
4;[3, 0, 1, 0, 3, 1, 3, 0];4718;83225;1331600;2058;38,147230320699705
5;[3, 0, 1, 0, 3, 1, 3, 0];4718;83225;1331600;2058;38,147230320699705
6;[3, 0, 1, 0, 3, 1, 3, 0];4718;83225;1331600;2058;38,147230320699705
7;[3, 0, 1, 0, 3, 1, 3, 0];4718;83225;1331600;2058;38,147230320699705
8;[3, 0, 1, 0, 3, 1, 3, 0];4718;83225;1331600;2058;38,147230320699705
9;[3, 0, 1, 0, 3, 1, 3, 0];4718;83225;1331600;2058;38,147230320699705
