;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[2, 0, 1, 0, 3, 1, 2, 0];963;20806;1331600;2489;7,972278023302531
1;[2, 0, 1, 0, 3, 1, 2, 0];963;20806;1331600;2490;7,9690763052208835
2;[2, 0, 1, 0, 3, 1, 2, 0];963;20806;1331600;2487;7,978689183755529
3;[2, 0, 1, 0, 3, 1, 2, 0];963;20806;1331600;2488;7,97548231511254
4;[2, 0, 1, 0, 3, 1, 2, 0];963;20806;1331600;2489;7,972278023302531
5;[2, 0, 1, 0, 3, 1, 2, 0];963;20806;1331600;2489;7,972278023302531
6;[2, 0, 1, 0, 3, 1, 2, 0];963;20806;1331600;2490;7,9690763052208835
7;[2, 0, 1, 0, 3, 1, 2, 0];963;20806;1331600;2492;7,962680577849117
8;[2, 0, 1, 0, 3, 1, 2, 0];963;20806;1331600;2487;7,978689183755529
9;[2, 0, 1, 0, 3, 1, 2, 0];963;20806;1331600;2486;7,98189863234111
