;β1.0;β0.5;β0.25;β0.125;β0.0625;β0.03125;β0.015625
k5;[0.30416415208207603, 0.30416415208207603, 0.30416415208207603, 0.30416415208207603, 0.30416415208207603, 0.30416415208207603];[0.2821782178217822, 0.2919442761962447, 0.28182941903584674, 0.2931556632344034, 0.3194774346793349, 0.30445246690734057, 0.31622418879056047, 0.304635761589404, 0.30805970149253725, 0.28126944617299315];[0.2827417380660955, 0.3215731636784268, 0.26348808030112925, 0.32643678160919537, 0.28920073215375225, 0.3085043988269795, 0.2894894894894895, 0.2977697408077155, 0.32055749128919864, 0.28102189781021897];[0.33279483037156704, 0.2802704363859865, 0.32155074116305593, 0.2824519230769231, 0.2853613341568869, 0.301255230125523, 0.2783882783882784, 0.2986857825567503, 0.33866519580805293, 0.27858880778588807];[0.30945558739255014, 0.2979433018343524, 0.2762022194821208, 0.3200462160600809, 0.2833031946955997, 0.3154864709268854, 0.32673267326732675, 0.27712264150943394, 0.32351306281267367, 0.27738095238095234];[0.24908424908424906, 0.2385321100917431, 0.283840190816935, 0.3155603917301415, 0.27497194163860833, 0.2659511031604055, 0.3251500272776869, 0.30270270270270266, 0.34423076923076923, 0.2626387176325524];[0.2662857142857143, 0.3174772848743987, 0.34749034749034746, 0.27006507592190887, 0.3371868978805395, 0.313447927199191, 0.237413884472708, 0.29629629629629634, 0.30409963674104823, 0.2838709677419355]
k10;[0.2962962962962963, 0.2962962962962963, 0.2962962962962963, 0.2962962962962963, 0.2962962962962963, 0.2962962962962963];[0.29362214199759323, 0.2884848484848485, 0.28969696969696973, 0.287980475899939, 0.26591760299625467, 0.3059388122375525, 0.2985611510791367, 0.30218446601941745, 0.28606658446362515, 0.29090909090909095];[0.28641975308641976, 0.3107142857142857, 0.33198380566801616, 0.30977620730270905, 0.24681933842239184, 0.29283110571081405, 0.2654978083907326, 0.2997601918465228, 0.30888491353607633, 0.288622754491018];[0.305458768873403, 0.2985257985257986, 0.31529411764705884, 0.31523642732049034, 0.2946482260974143, 0.24621461487820934, 0.29508196721311475, 0.2884615384615385, 0.3132947976878613, 0.33110367892976583];[0.26151012891344383, 0.2874039030159669, 0.3273980470993682, 0.3106682297772567, 0.29947152084556666, 0.33009708737864074, 0.32306798373038936, 0.28658536585365857, 0.26081657525898844, 0.307163323782235];[0.27672209026128264, 0.2825191288993526, 0.2921478060046189, 0.31152647975077885, 0.28299643281807374, 0.3513227513227513, 0.247787610619469, 0.31191652937946185, 0.24747174301011304, 0.3282442748091603];[0.1634805537244562, 0.3040431266846361, 0.29770992366412213, 0.2903058579574909, 0.2978723404255319, 0.2678859601936525, 0.25, 0.32674297606659725, 0.2832525578890684, 0.31942125765164164]
k20;[0.29508196721311475, 0.29508196721311475, 0.29508196721311475, 0.29508196721311475, 0.29508196721311475, 0.29508196721311475];[0.2907758094074527, 0.30769230769230765, 0.2739049969154843, 0.28880866425992785, 0.2665832290362954, 0.2855392156862745, 0.29674306393244876, 0.30542452830188677, 0.2888482632541134, 0.2759462759462759];[0.31264916467780424, 0.28123114061557025, 0.26814268142681424, 0.2839731870810482, 0.2874251497005988, 0.27815384615384614, 0.2822384428223844, 0.24319189360354657, 0.30578512396694213, 0.31170336037079954];[0.2851963746223565, 0.33663366336633666, 0.316029663434113, 0.3274787535410765, 0.2981651376146789, 0.3269876819708846, 0.3112391930835735, 0.32243258749282844, 0.2842043452730476, 0.3111111111111111];[0.2351453855878635, 0.30709961474958725, 0.29959514170040485, 0.31062355658198615, 0.29063756461803564, 0.3096476025418833, 0.31288004422332777, 0.26666666666666666, 0.3270718232044199, 0.2862129144851658];[0.2344665885111372, 0.24669073405535497, 0.21886336154776298, 0.296962879640045, 0.2828282828282828, 0.35571501793951815, 0.2679479932165065, 0.3002770083102493, 0.27678054429646787, 0.334549244398124];[0.26644182124789206, 0.2817597627286209, 0.23360881542699724, 0.2738927738927739, 0.26834381551362685, 0.3140333660451423, 0.2692514808831449, 0.28896473265073946, 0.30454777721001536, 0.3125]
k40;[0.31253644314868806, 0.31253644314868806, 0.31253644314868806, 0.31253644314868806, 0.31253644314868806, 0.31253644314868806];[0.3078717201166181, 0.288955223880597, 0.3140495867768595, 0.26119873817034706, 0.2804654011022658, 0.25798371947401383, 0.29020556227327693, 0.2983490566037736, 0.30842230130486353, 0.29001203369434414];[0.255050505050505, 0.31504424778761064, 0.3050058207217695, 0.32261703327693175, 0.30135373749264277, 0.3154864709268854, 0.25814696485623, 0.29947152084556666, 0.32078749276201507, 0.2610316967060286];[0.2731707317073171, 0.2959001782531195, 0.27895694360218315, 0.2977461447212337, 0.26873065015479874, 0.30643274853801167, 0.29101796407185626, 0.21582733812949642, 0.30081300813008127, 0.2684729064039409];[0.24751243781094528, 0.23779724655819778, 0.3447204968944099, 0.27504445761707175, 0.2296954314720812, 0.2684563758389262, 0.2595797280593325, 0.30930232558139537, 0.31938325991189426, 0.3221099887766554];[0.31141090500281055, 0.2902097902097902, 0.29010238907849834, 0.20303230059327623, 0.3019296254256527, 0.28361581920903955, 0.24999999999999994, 0.3018660812294182, 0.27314285714285713, 0.16712328767123288];[0.2591283863368669, 0.33952787543947766, 0.27641408751334046, 0.3602836879432624, 0.2860020140986908, 0.32722007722007723, 0.24018475750577364, 0.32698877501220114, 0.2754098360655738, 0.3394762366634336]
k80;[0.23863636363636362, 0.23863636363636362, 0.23863636363636362, 0.23863636363636362, 0.23863636363636362, 0.23863636363636362];[0.24906600249066002, 0.2316995544239338, 0.2779783393501805, 0.228058936579116, 0.2804295942720764, 0.28741092636579574, 0.23730964467005075, 0.25201738050900063, 0.21558441558441557, 0.2445414847161572];[0.2503067484662577, 0.25641025641025644, 0.23773584905660375, 0.24676125848241828, 0.24070573408947699, 0.2669104204753199, 0.27465214761040535, 0.24150943396226415, 0.23096446700507614, 0.25093167701863356];[0.18181818181818182, 0.18570474281897129, 0.28958210712183635, 0.27116637063351096, 0.1673525377229081, 0.28885037550548814, 0.18000000000000002, 0.24482109227871943, 0.2743682310469314, 0.2484472049689441];[0.27909738717339666, 0.28861330326944756, 0.23052959501557635, 0.24437689969604862, 0.3129770992366412, 0.2883977900552486, 0.2471505698860228, 0.3333333333333333, 0.2628434886499403, 0.3515392254220457];[0.2718556119571348, 0.08029197080291971, 0.24178403755868544, 0.2687094873305834, 0.2690631808278867, 0.2727272727272727, 0.28664850136239783, 0.26612434631028475, 0.2967094255437813, 0.29625610417797066];[0.30981432360742706, 0.19371391917896089, 0.2122641509433962, 0.2798927613941019, 0.17572254335260118, 0.38961038961038963, 0.23390431187241578, 0.25981205085682696, 0.32644628099173556, 0.27708333333333335]
k160;[0.23758642363293528, 0.23758642363293528, 0.23758642363293528, 0.23758642363293528, 0.23758642363293528, 0.23758642363293528];[0.24060150375939854, 0.2344045368620038, 0.24487259167184586, 0.24720496894409938, 0.23106060606060608, 0.2521525215252152, 0.24314214463840397, 0.23522012578616353, 0.23875000000000002, 0.23208623969562459];[0.265625, 0.2662613981762918, 0.26650660264105647, 0.23667905824039653, 0.26235509456985967, 0.23667905824039653, 0.2877275396359366, 0.2672258837627322, 0.2768865121806298, 0.26055045871559634];[0.23631840796019898, 0.30141643059490086, 0.16689655172413795, 0.3208154506437768, 0.2690690690690691, 0.26426426426426425, 0.2545235223160434, 0.2512315270935961, 0.25498489425981874, 0.20512820512820512];[0.2852292020373514, 0.25474586650336806, 0.2818181818181818, 0.25945317044793487, 0.22596754057428214, 0.21271076523994814, 0.3250807319698601, 0.2781065088757397, 0.26297169811320753, 0.1321403991741225];[0.33316904879250864, 0.26741573033707866, 0.25391095066185315, 0.2691415313225058, 0.26051873198847264, 0.23536369012418687, 0.23995127892813645, 0.2937062937062937, 0.12337217272104181, 0.24671616219303258];[0.23522316043425814, 0.23100303951367784, 0.13245901639344262, 0.26448087431693984, 0.2245145631067961, 0.1665573770491803, 0.24334140435835347, 0.33844765342960287, 0.25846795205836376, 0.2552026286966046]
