;β1.0;β0.5;β0.25;β0.125;β0.0625;β0.03125;β0.015625
k5;[0.6647694934547523, 0.6647694934547523, 0.6647694934547523, 0.6647694934547523, 0.6647694934547523, 0.6647694934547523];[0.6602024811065165, 0.6607576840600429, 0.6540447504302926, 0.6582096006919418, 0.659846547314578, 0.6627285513361463, 0.6620337540774358, 0.6626062322946177, 0.6593625498007967, 0.658883826879271];[0.6538904899135447, 0.6513921113689096, 0.6628798636750923, 0.6614040033831408, 0.6594316721405112, 0.6563079116179615, 0.6612558735583084, 0.6476357780705606, 0.663932107496464, 0.6547533952823446];[0.651342090234152, 0.6539826778361494, 0.6694090223501988, 0.652031361368496, 0.6540486694179594, 0.6562942008486563, 0.6725949878738884, 0.6477404403244496, 0.6504293960298465, 0.6676787192934033];[0.6304863582443654, 0.639213451125677, 0.6597031335898845, 0.6523727844482562, 0.6612391334345246, 0.6263197026022305, 0.6487920681469069, 0.6599918820186713, 0.6628571428571429, 0.6385017421602788];[0.6309931506849316, 0.6323465072189004, 0.6397228637413395, 0.6390064916737228, 0.6440630275745639, 0.6257047853115513, 0.6291278577476714, 0.6495990997327331, 0.6420277541772869, 0.6452145214521452];[0.6011252591057151, 0.6389538885065381, 0.6255778120184899, 0.6242350061199511, 0.6350115977623141, 0.5993673497455645, 0.6261123655199893, 0.6390652781305564, 0.6334213085150714, 0.5955223880597016]
k10;[0.6677942212825934, 0.6677942212825934, 0.6677942212825934, 0.6677942212825934, 0.6677942212825934, 0.6677942212825934];[0.6617501063678911, 0.6609953211399404, 0.6655462184873949, 0.6631533969520012, 0.6589907604832977, 0.6566394499355394, 0.6576757532281206, 0.6613749114103473, 0.6619318181818181, 0.6662927650028042];[0.6640349640490625, 0.6562411145862952, 0.663357912648894, 0.6613432197347783, 0.6568265682656828, 0.6662067062232648, 0.6697956929872999, 0.6584536958368734, 0.6637652674434928, 0.6552462526766597];[0.64472190692395, 0.6608744394618834, 0.6453766874727827, 0.6494252873563218, 0.6536931818181819, 0.6573269823479967, 0.6615081598199212, 0.6595803423522916, 0.6570818505338079, 0.6610403984504704];[0.6378347415151081, 0.6364030649125342, 0.6488256227758007, 0.6398936955558836, 0.6607661457613054, 0.6509380329732803, 0.6522467206251744, 0.6536530953708867, 0.6520578732968113, 0.6501323672843806];[0.6223573704025486, 0.6095353047676525, 0.6109189351782224, 0.6473481323939917, 0.6216939078751856, 0.6542210020590253, 0.6411631846414455, 0.6582571759557214, 0.647025171624714, 0.6497517926089356];[0.6115489325118213, 0.6348455329807959, 0.6331950207468879, 0.6184192248923462, 0.6056475170399221, 0.614487684011077, 0.6188811188811189, 0.6465217950366464, 0.6455696202531646, 0.6306629834254145]
k20;[0.6641145611796399, 0.6641145611796399, 0.6641145611796399, 0.6641145611796399, 0.6641145611796399, 0.6641145611796399];[0.6572875633089477, 0.6574953907247199, 0.6659195965821543, 0.6616711437862294, 0.6591169724770642, 0.6582857142857143, 0.6642397087650518, 0.650413582934262, 0.6648823777996901, 0.6552755232806493];[0.6629102690519791, 0.6573942662503548, 0.6659224113871058, 0.6675942674272993, 0.6612290817044016, 0.6591294516676088, 0.6598314606741572, 0.6517701683110853, 0.6481802426343154, 0.663932107496464];[0.6602708803611738, 0.6464300983326208, 0.6577666527603949, 0.6517454954954955, 0.6596656072958409, 0.6657469995861498, 0.6448326055312955, 0.6598898771706904, 0.6678435632808256, 0.6510619852622453];[0.6442238526830671, 0.6346938775510204, 0.6424485125858124, 0.6449879824685424, 0.6472202166064982, 0.6571034482758621, 0.6410256410256411, 0.6530784368850154, 0.6533132116888463, 0.6575304919830067];[0.6313370673560247, 0.6454558030156315, 0.6357540305321728, 0.6505762711864407, 0.6281015579919215, 0.6183094472067856, 0.6310037388553352, 0.6584962820159737, 0.6658780231335437, 0.6540232999187212];[0.6423849993255093, 0.6145500069550702, 0.6345426530326377, 0.6382058902999189, 0.608937728937729, 0.6488356620093148, 0.6376114334229517, 0.6482137987455685, 0.6542546217385604, 0.6289919466814774]
k40;[0.6646875883517105, 0.6646875883517105, 0.6646875883517105, 0.6646875883517105, 0.6646875883517105, 0.6646875883517105];[0.6644360797434825, 0.6518815281156103, 0.6554934823091247, 0.6610431604105159, 0.6616647791619479, 0.6597261836851113, 0.6563307493540051, 0.6534058385804237, 0.6657326982347996, 0.6658210007047217];[0.6503315076390892, 0.665371809100999, 0.6591422121896163, 0.6572438162544169, 0.6465467208357515, 0.663479116861201, 0.6587596456130324, 0.659499221955015, 0.6548924654607606, 0.6556637043306532];[0.6467289719626168, 0.6571871040405463, 0.6679337496606028, 0.6594717409826754, 0.6429799426934097, 0.6461984069514844, 0.6559886605244508, 0.6477174849267873, 0.6621905161561058, 0.6509447364682484];[0.6523033309709426, 0.6582278481012658, 0.6542709352719139, 0.6264701503647461, 0.6377192982456141, 0.6563621308308032, 0.6359195402298852, 0.6207807455239214, 0.6512676056338028, 0.6463140123804164];[0.619847766767198, 0.631726851201349, 0.6507656864073722, 0.62951198382905, 0.6340822877152028, 0.634112409571508, 0.632201292451533, 0.6404758611149536, 0.6559169171904893, 0.6230924272962857];[0.6367598051781594, 0.6235938852033458, 0.6286649393154234, 0.6025824964131995, 0.6291797461443973, 0.6285639206411774, 0.5976165955568633, 0.632540642214161, 0.6015535097813579, 0.5781710914454277]
k80;[0.6542635658914728, 0.6542635658914728, 0.6542635658914728, 0.6542635658914728, 0.6542635658914728, 0.6542635658914728];[0.658820271392966, 0.6490757725412728, 0.6538353470075864, 0.6573251942286348, 0.6538677130044843, 0.6651194539249147, 0.6536170212765957, 0.6551967282470738, 0.654308759020801, 0.6610427326787442];[0.6581148912437257, 0.6489574407312196, 0.6567205415112585, 0.6472019464720196, 0.6450310111063032, 0.6583729382163824, 0.6608147030585653, 0.6530612244897959, 0.6585230427540256, 0.6565391520508217];[0.6454712448777731, 0.6545002073828287, 0.6598052851182198, 0.6571428571428571, 0.651926018634404, 0.6532246927219998, 0.6434437836306995, 0.6402063332855711, 0.6515342580916351, 0.639193083573487];[0.6504400440044005, 0.623391812865497, 0.6555465147816653, 0.6472133868068041, 0.6448042064480421, 0.6391664287753355, 0.6625152294571545, 0.6396705559368565, 0.6423606185274507, 0.6673610207004297];[0.6533599467731204, 0.636734693877551, 0.6529126213592232, 0.6288072872189012, 0.6328755486337251, 0.6329938900203665, 0.6461284555081832, 0.6465813729536387, 0.6359967715899919, 0.6081712648876828];[0.6337534104196441, 0.6251046025104602, 0.6014224751066856, 0.6269444444444445, 0.5942350332594236, 0.6322290847838293, 0.6182175991003654, 0.6145172656800564, 0.6502631578947369, 0.6243546152877472]
k160;[0.6551724137931033, 0.6551724137931033, 0.6551724137931033, 0.6551724137931033, 0.6551724137931033, 0.6551724137931033];[0.6527854384997243, 0.6514812744550028, 0.6521319166551677, 0.6503153468815698, 0.6512401274767908, 0.6552573932092004, 0.6536760641238254, 0.650652596500972, 0.6507870176904861, 0.6527835624045537];[0.6640771497455129, 0.6501582060806164, 0.6491686134396042, 0.6697127937336814, 0.6540689655172414, 0.6465846414934239, 0.6567446894872142, 0.6488614000562272, 0.6538727046803812, 0.6525388743635613];[0.6569500674763833, 0.6518883415435139, 0.6456736798105058, 0.6456866804692891, 0.6303206997084548, 0.6414557861814046, 0.6501323672843806, 0.6538252848616386, 0.6527093596059114, 0.6404037571849152];[0.6638666491665574, 0.6259475218658893, 0.647308587864676, 0.64429903939858, 0.6554331962319225, 0.646688560481664, 0.6399345335515548, 0.6279982555604012, 0.6418709495632572, 0.6180105944673336];[0.6566027828826464, 0.6658953593006813, 0.6242459063487503, 0.6447638603696099, 0.6374293200937802, 0.6239554317548747, 0.6171740379092476, 0.6126710879074362, 0.6321084253178706, 0.6460507666537818];[0.6055722480196669, 0.6057979677226539, 0.6230554447546869, 0.6471729848622073, 0.5886781090033123, 0.616633437767018, 0.6355393151982677, 0.5931881303902938, 0.6250854876213924, 0.6150870406189555]
