;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 3, 1, 3, 0];188;1250;40000;199;5,336683417085427
1;[3, 0, 1, 0, 3, 1, 3, 0];188;1250;40000;199;5,336683417085427
2;[3, 0, 1, 0, 3, 1, 3, 0];188;1250;40000;202;5,257425742574258
3;[3, 0, 1, 0, 3, 1, 3, 0];188;1250;40000;202;5,257425742574258
4;[3, 0, 1, 0, 3, 1, 3, 0];188;1250;40000;201;5,283582089552239
5;[3, 0, 1, 0, 3, 1, 3, 0];188;1250;40000;200;5,31
6;[3, 0, 1, 0, 3, 1, 3, 0];188;1250;40000;200;5,31
7;[3, 0, 1, 0, 3, 1, 3, 0];188;1250;40000;200;5,31
8;[3, 0, 1, 0, 3, 1, 3, 0];188;1250;40000;199;5,336683417085427
9;[3, 0, 1, 0, 3, 1, 3, 0];188;1250;40000;200;5,31
