;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 3, 1, 3, 0];20684;166450;1331600;870;167,5471264367816
1;[3, 0, 1, 0, 4, 1, 3, 0];16031;166450;1331600;761;197,65965834428383
2;[3, 0, 1, 0, 3, 1, 3, 0];20475;166450;1331600;873;167,21076746849943
3;[3, 0, 1, 0, 3, 1, 3, 0];20643;166450;1331600;866;168,36836027713625
4;[3, 0, 1, 0, 3, 1, 3, 0];20509;166450;1331600;865;168,71791907514452
5;[3, 0, 1, 0, 4, 1, 3, 0];16099;166450;1331600;757;198,61426684280053
6;[3, 0, 1, 0, 4, 1, 3, 0];16100;166450;1331600;756;198,87566137566137
7;[3, 0, 1, 0, 3, 1, 3, 0];20761;166450;1331600;851;171,19741480611046
8;[3, 0, 1, 0, 4, 1, 3, 0];16111;166450;1331600;760;197,81447368421053
9;[3, 0, 1, 0, 3, 1, 3, 0];20626;166450;1331600;868;168,0
