;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[2, 0, 1, 0, 3, 1, 3, 0];22387;332900;1331600;4659;66,6479931315733
1;[2, 0, 1, 0, 3, 1, 3, 0];22387;332900;1331600;4659;66,6479931315733
2;[2, 0, 1, 0, 3, 1, 3, 0];22387;332900;1331600;4659;66,6479931315733
3;[2, 0, 1, 0, 3, 1, 3, 0];22387;332900;1331600;4659;66,6479931315733
4;[2, 0, 1, 0, 3, 1, 3, 0];22387;332900;1331600;4659;66,6479931315733
5;[2, 0, 1, 0, 3, 1, 3, 0];22387;332900;1331600;4659;66,6479931315733
6;[2, 0, 1, 0, 3, 1, 3, 0];22387;332900;1331600;4659;66,6479931315733
7;[2, 0, 1, 0, 3, 1, 3, 0];22387;332900;1331600;4659;66,6479931315733
8;[2, 0, 1, 0, 3, 1, 3, 0];22387;332900;1331600;4659;66,6479931315733
9;[2, 0, 1, 0, 3, 1, 3, 0];22387;332900;1331600;4659;66,6479931315733
