;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[4, 0, 1, 2, 4, 0, 3, 1];683;2500;40000;15;121,13333333333334
1;[4, 0, 1, 2, 4, 0, 3, 1];728;2500;40000;15;118,13333333333334
2;[4, 0, 1, 2, 4, 0, 3, 1];722;2500;40000;15;118,53333333333332
3;[4, 0, 1, 2, 4, 0, 3, 1];646;2500;40000;16;115,875
4;[4, 0, 1, 1, 4, 0, 3, 1];877;2500;40000;16;101,4375
5;[4, 0, 1, 1, 4, 0, 3, 1];884;2500;40000;16;101,0
6;[4, 0, 1, 2, 4, 0, 3, 1];704;2500;40000;15;119,73333333333332
7;[4, 0, 1, 2, 4, 0, 3, 1];715;2500;40000;14;127,5
8;[4, 0, 1, 2, 4, 0, 3, 1];720;2500;40000;15;118,66666666666669
9;[4, 0, 1, 1, 4, 2, 3, 1];502;2500;40000;18;111,0
