;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[2, 0, 1, 0, 3, 1, 3, 0];5624;83225;1331600;3995;19,42453066332916
1;[2, 0, 1, 0, 3, 1, 3, 0];5624;83225;1331600;3995;19,42453066332916
2;[2, 0, 1, 0, 3, 1, 3, 0];5624;83225;1331600;3995;19,42453066332916
3;[2, 0, 1, 0, 3, 1, 3, 0];5624;83225;1331600;3995;19,42453066332916
4;[2, 0, 1, 0, 3, 1, 3, 0];5624;83225;1331600;3995;19,42453066332916
5;[2, 0, 1, 0, 3, 1, 3, 0];5624;83225;1331600;3995;19,42453066332916
6;[2, 0, 1, 0, 3, 1, 3, 0];5624;83225;1331600;3995;19,42453066332916
7;[2, 0, 1, 0, 3, 1, 3, 0];5624;83225;1331600;3995;19,42453066332916
8;[2, 0, 1, 0, 3, 1, 3, 0];5624;83225;1331600;3995;19,42453066332916
9;[2, 0, 1, 0, 3, 1, 3, 0];5624;83225;1331600;3995;19,42453066332916
