;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[4, 0, 1, 1, 4, 0, 3, 1];5899;20000;40000;23;613,0869565217391
1;[4, 0, 1, 1, 4, 1, 4, 1];3550;20000;40000;24;685,4166666666666
2;[4, 0, 1, 1, 4, 1, 4, 0];4495;20000;40000;25;620,2
3;[4, 0, 1, 1, 4, 0, 3, 1];5770;20000;40000;24;592,9166666666666
4;[4, 0, 1, 1, 4, 1, 4, 0];4488;20000;40000;25;620,48
5;[4, 0, 1, 1, 4, 0, 3, 1];5915;20000;40000;23;612,3913043478261
6;[4, 0, 1, 1, 4, 1, 4, 1];3444;20000;40000;24;689,8333333333334
7;[4, 0, 1, 1, 4, 0, 3, 1];5939;20000;40000;23;611,3478260869565
8;[4, 0, 1, 1, 4, 1, 4, 1];3580;20000;40000;23;713,9130434782609
9;[4, 0, 1, 1, 4, 1, 4, 0];4579;20000;40000;25;616,84
