;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 1, 4, 1, 3, 0];626;5000;40000;234;18,692307692307693
1;[3, 0, 1, 1, 4, 1, 3, 0];626;5000;40000;234;18,692307692307693
2;[3, 0, 1, 1, 4, 1, 3, 0];626;5000;40000;234;18,692307692307693
3;[3, 0, 1, 1, 4, 1, 3, 0];626;5000;40000;234;18,692307692307693
4;[3, 0, 1, 1, 4, 1, 3, 0];626;5000;40000;234;18,692307692307693
5;[3, 0, 1, 1, 4, 1, 3, 0];626;5000;40000;234;18,692307692307693
6;[3, 0, 1, 1, 4, 1, 3, 0];626;5000;40000;234;18,692307692307693
7;[3, 0, 1, 1, 4, 1, 3, 0];626;5000;40000;234;18,692307692307693
8;[3, 0, 1, 1, 4, 1, 3, 0];626;5000;40000;234;18,692307692307693
9;[3, 0, 1, 1, 4, 1, 3, 0];626;5000;40000;234;18,692307692307693
