;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[4, 0, 1, 1, 4, 1, 3, 0];115;625;40000;64;7,96875
1;[4, 0, 1, 1, 4, 1, 3, 0];115;625;40000;64;7,96875
2;[4, 0, 1, 1, 4, 1, 3, 0];116;625;40000;64;7,953125
3;[4, 0, 1, 1, 4, 1, 3, 0];115;625;40000;64;7,96875
4;[4, 0, 1, 1, 4, 1, 3, 0];116;625;40000;64;7,953125
5;[4, 0, 1, 1, 4, 1, 3, 0];115;625;40000;64;7,96875
6;[4, 0, 1, 1, 4, 1, 3, 0];115;625;40000;64;7,96875
7;[4, 0, 1, 1, 4, 1, 3, 0];115;625;40000;64;7,96875
8;[4, 0, 1, 1, 4, 1, 3, 0];116;625;40000;64;7,953125
9;[4, 0, 1, 1, 4, 1, 3, 0];116;625;40000;64;7,953125
