;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[2, 0, 1, 0, 3, 1, 3, 0];1658;41612;1331600;4626;8,636835278858625
1;[2, 0, 1, 0, 3, 1, 3, 0];1749;41612;1331600;4593;8,679076856085347
2;[2, 0, 1, 0, 3, 1, 3, 0];1666;41612;1331600;4664;8,5647512864494
3;[2, 0, 1, 0, 3, 1, 3, 0];1672;41612;1331600;4615;8,65438786565547
4;[2, 0, 1, 0, 3, 1, 3, 0];1722;41612;1331600;4633;8,60997194042737
5;[2, 0, 1, 0, 3, 1, 3, 0];1686;41612;1331600;4596;8,687119234116624
6;[2, 0, 1, 0, 3, 1, 3, 0];1708;41612;1331600;4632;8,614853195164075
7;[2, 0, 1, 0, 3, 1, 3, 0];1680;41612;1331600;4655;8,578302900107412
8;[2, 0, 1, 0, 3, 1, 3, 0];1740;41612;1331600;4661;8,554387470499893
9;[2, 0, 1, 0, 3, 1, 3, 0];1712;41612;1331600;4613;8,649468892261002
