;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 4, 1, 3, 0];92;625;40000;195;2,7333333333333334
1;[3, 0, 1, 0, 4, 1, 3, 0];95;625;40000;205;2,5853658536585367
2;[3, 0, 1, 0, 4, 1, 3, 0];87;625;40000;192;2,802083333333333
3;[3, 0, 1, 0, 4, 1, 3, 0];86;625;40000;208;2,5913461538461537
4;[3, 0, 1, 0, 4, 1, 3, 0];94;625;40000;199;2,6683417085427137
5;[3, 0, 1, 0, 4, 1, 3, 0];75;625;40000;206;2,66990291262136
6;[3, 0, 1, 0, 4, 1, 3, 0];93;625;40000;205;2,5951219512195123
7;[3, 0, 1, 0, 4, 1, 3, 0];73;625;40000;191;2,8900523560209423
8;[3, 0, 1, 0, 4, 1, 3, 0];81;625;40000;203;2,6798029556650245
9;[3, 0, 1, 0, 4, 1, 3, 0];87;625;40000;213;2,5258215962441315
