;β1.0;β0.5;β0.25;β0.125;β0.0625;β0.03125;β0.015625
k5;[0.30416415208207603, 0.30416415208207603, 0.30416415208207603, 0.30416415208207603, 0.30416415208207603, 0.30416415208207603];[0.2759477936606588, 0.3007883565797453, 0.25319693094629153, 0.30346475507765835, 0.3141852286049238, 0.3079667063020214, 0.30528846153846156, 0.28867235079171744, 0.30115361262902246, 0.30685920577617326];[0.2512820512820513, 0.3047619047619048, 0.31652989449003516, 0.2954954954954955, 0.2718078381795196, 0.3093270365997639, 0.26481715006305173, 0.28641370869033045, 0.28536733454766244, 0.2965186074429772];[0.3179427235534775, 0.3201376936316695, 0.2719033232628399, 0.23174815807099797, 0.2535211267605634, 0.26171637248934876, 0.2955367913148371, 0.2631578947368421, 0.27590361445783135, 0.2797029702970297];[0.2600243013365735, 0.3079545454545455, 0.27078384798099764, 0.2989874925550923, 0.2735674676524954, 0.2550251256281407, 0.29620710415412405, 0.32753785754346604, 0.30124040165386884, 0.30387059503177355];[0.31572969903463943, 0.22619808306709263, 0.30087527352297594, 0.3416445623342175, 0.15683732987686325, 0.3645320197044335, 0.3110612015721505, 0.3225806451612903, 0.28603351955307266, 0.2446134347275032];[0.3271604938271605, 0.32894043226146547, 0.33137829912023453, 0.19260204081632654, 0.32785087719298245, 0.19889502762430938, 0.32968179447052687, 0.2813807531380753, 0.35557720409157334, 0.2870005627462015]
k10;[0.2962962962962963, 0.2962962962962963, 0.2962962962962963, 0.2962962962962963, 0.2962962962962963, 0.2962962962962963];[0.29454545454545455, 0.29764065335753176, 0.30437387657279813, 0.31388564760793464, 0.2874617737003058, 0.30346475507765835, 0.26591760299625467, 0.2738537794299876, 0.27904118008604795, 0.3003618817852835];[0.27930174563591026, 0.32690124858115777, 0.2530197075651621, 0.3135391923990499, 0.3276255707762557, 0.28272894898586354, 0.3110075713453698, 0.32120161756210286, 0.2768079800498753, 0.2990314769975787];[0.28975265017667845, 0.2696225284601558, 0.27590435315757206, 0.3396648044692738, 0.3278688524590164, 0.2714987714987715, 0.28136419001218027, 0.32361349342481416, 0.2828638497652582, 0.3080459770114943];[0.3367623172712506, 0.2625, 0.25615763546798037, 0.27213309566250743, 0.2830076968620486, 0.2872531418312388, 0.2958579881656805, 0.3068783068783069, 0.30363423212192264, 0.26299694189602446];[0.29607957870099477, 0.29732739420935417, 0.2939412117576484, 0.28962371721778796, 0.23499031633311815, 0.3221917808219178, 0.3320713899405084, 0.30982787340366463, 0.30178173719376394, 0.2949917446340121];[0.1827885256837892, 0.333161423414131, 0.28349944629014395, 0.31562167906482463, 0.257242178447277, 0.21474773609314357, 0.32505175983436857, 0.3213326168726491, 0.26015303119482047, 0.24294478527607363]
k20;[0.29508196721311475, 0.29508196721311475, 0.29508196721311475, 0.29508196721311475, 0.29508196721311475, 0.29508196721311475];[0.2870987280436099, 0.2914147521160822, 0.31810294968189706, 0.30299471520845567, 0.27210884353741494, 0.3013048635824437, 0.2830994508846858, 0.28484107579462103, 0.2949253731343284, 0.29073288915808604];[0.30034924330616997, 0.28083028083028083, 0.26438188494492043, 0.29151732377538825, 0.2556109725685785, 0.30117647058823527, 0.2507956715467855, 0.2997601918465228, 0.30606238964096527, 0.3211845102505695];[0.3060747663551402, 0.24984227129337538, 0.2730627306273063, 0.30193095377413687, 0.32081911262798635, 0.30786773090079816, 0.24841571609632448, 0.31789594053745, 0.3236282194848824, 0.25];[0.25429116338207247, 0.31081081081081086, 0.30313390313390315, 0.27946537059538273, 0.3353424657534247, 0.2779456193353474, 0.3160854893138358, 0.30728051391862954, 0.30612244897959184, 0.32265446224256294];[0.28191796649335643, 0.2819484240687679, 0.23730886850152907, 0.2593939393939394, 0.3080459770114943, 0.2770663562281723, 0.24595842956120095, 0.26932084309133486, 0.31903190319031904, 0.33844526705446853];[0.2819429778247096, 0.15084175084175086, 0.30721328489880645, 0.25211097708082025, 0.32060301507537686, 0.32696177062374243, 0.32678386763185113, 0.32301740812379115, 0.32468193384223915, 0.35776277724204436]
k40;[0.31253644314868806, 0.31253644314868806, 0.31253644314868806, 0.31253644314868806, 0.31253644314868806, 0.31253644314868806];[0.31742380678550886, 0.2948640483383686, 0.30969267139479906, 0.2805100182149362, 0.28484107579462103, 0.2959001782531195, 0.28676021964612564, 0.31786542923433875, 0.2638717632552405, 0.32379862700228834];[0.30878020035356507, 0.2946482260974143, 0.2820823244552058, 0.28915662650602414, 0.2938676381299332, 0.30769230769230765, 0.30166270783847987, 0.3080513418903151, 0.2977963073257892, 0.3002336448598131];[0.27361963190184047, 0.28130783466995685, 0.25710754017305315, 0.27987616099071205, 0.27278441231929607, 0.27598784194528875, 0.2922535211267606, 0.26875, 0.24150943396226415, 0.24380952380952378];[0.3073394495412844, 0.29728166570271836, 0.2875739644970414, 0.2957422324510932, 0.312284730195178, 0.28914285714285715, 0.3151862464183381, 0.1843501326259947, 0.29022820362785257, 0.23878711307643716];[0.3324396782841823, 0.2658959537572254, 0.26067415730337085, 0.2881260551491277, 0.3071930773391022, 0.27557658190419865, 0.2496940024479804, 0.2379778051787916, 0.3440294581799053, 0.2753950338600451];[0.34813319878910187, 0.2849067269643866, 0.27262813522355506, 0.2889777270131354, 0.277687736358725, 0.2955815134586084, 0.31682090364725096, 0.31677324151500247, 0.27283105022831056, 0.21342925659472423]
k80;[0.23863636363636362, 0.23863636363636362, 0.23863636363636362, 0.23863636363636362, 0.23863636363636362, 0.23863636363636362];[0.2186287192755498, 0.22929936305732485, 0.2473586078309509, 0.23908918406072105, 0.19880715705765406, 0.25818406423718343, 0.25996321275291234, 0.23752368919772582, 0.24828446662507797, 0.24500000000000002];[0.3128868880135059, 0.23160588611644273, 0.27130852340936373, 0.2045307443365696, 0.1954787234042553, 0.27114577084583086, 0.27611044417767105, 0.25698324022346375, 0.2644026682838084, 0.20079260237780713];[0.2677261613691932, 0.23182957393483708, 0.2654545454545455, 0.2609216038300419, 0.25568531038721576, 0.24768946395563768, 0.19727449707981828, 0.2358133669609079, 0.30039084310441094, 0.23426791277258568];[0.28289855072463765, 0.26334519572953735, 0.330304649919829, 0.3089793641940881, 0.3392857142857143, 0.23450789793438637, 0.20327868852459016, 0.25867136978248084, 0.2645122681029324, 0.2853841709994223];[0.17052214144084601, 0.32063492063492066, 0.3314462171899125, 0.23995127892813645, 0.3127035830618892, 0.3016949152542373, 0.2780320366132723, 0.3576923076923077, 0.3091206990715456, 0.2122552116234997];[0.27743732590529246, 0.2566666666666667, 0.25028968713789107, 0.24971751412429383, 0.311088295687885, 0.2634666666666667, 0.21565003080714726, 0.2390216787103947, 0.3070582174137043, 0.30897703549060546]
k160;[0.23758642363293528, 0.23758642363293528, 0.23758642363293528, 0.23758642363293528, 0.23758642363293528, 0.23758642363293528];[0.22278803309993633, 0.23291139240506328, 0.2363293526084224, 0.2524630541871921, 0.22293401665598975, 0.21980830670926516, 0.2351453855878635, 0.2391984971822166, 0.23944549464398238, 0.2421972534332085];[0.21227621483375958, 0.26303030303030306, 0.19920318725099603, 0.15083798882681565, 0.2582619339045288, 0.2533825338253382, 0.24390243902439024, 0.28520499108734404, 0.22236421725239616, 0.23308270676691728];[0.24723247232472323, 0.23304562268803944, 0.23960273122284295, 0.29078420148826556, 0.2752186588921283, 0.2755344418052256, 0.24449877750611243, 0.3138121546961326, 0.2698224852071006, 0.2996594778660613];[0.29938786867000555, 0.23434593924364538, 0.2472858866103739, 0.3262032085561497, 0.2278162366268093, 0.2534369396294082, 0.19401041666666669, 0.11486001435750179, 0.2890040299366724, 0.17419777341191878];[0.2746636771300448, 0.3125, 0.24817518248175183, 0.3135366506153023, 0.25, 0.22576687116564417, 0.2821810005621135, 0.1998817267888823, 0.18389346861128725, 0.2200247218788628];[0.24842105263157893, 0.25194228634850163, 0.2763677382966723, 0.2323008849557522, 0.2943317732709308, 0.29208472686733555, 0.16038882138517618, 0.17474489795918366, 0.17001180637544272, 0.17914110429447855]
