;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 1, 4, 1, 3, 0];950;5000;40000;138;29,347826086956523
1;[3, 0, 1, 1, 4, 1, 3, 0];950;5000;40000;138;29,347826086956523
2;[3, 0, 1, 1, 4, 1, 3, 0];950;5000;40000;138;29,347826086956523
3;[3, 0, 1, 1, 4, 1, 3, 0];950;5000;40000;138;29,347826086956523
4;[3, 0, 1, 1, 4, 1, 3, 0];950;5000;40000;138;29,347826086956523
5;[3, 0, 1, 1, 4, 1, 3, 0];950;5000;40000;138;29,347826086956523
6;[3, 0, 1, 1, 4, 1, 3, 0];950;5000;40000;138;29,347826086956523
7;[3, 0, 1, 1, 4, 1, 3, 0];950;5000;40000;138;29,347826086956523
8;[3, 0, 1, 1, 4, 1, 3, 0];950;5000;40000;138;29,347826086956523
9;[3, 0, 1, 1, 4, 1, 3, 0];950;5000;40000;138;29,347826086956523
