;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 4, 1, 3, 0];373;2500;40000;364;5,843406593406593
1;[3, 0, 1, 0, 4, 1, 3, 0];347;2500;40000;383;5,6214099216710185
2;[3, 0, 1, 0, 4, 1, 3, 0];346;2500;40000;369;5,837398373983739
3;[3, 0, 1, 0, 4, 1, 3, 0];352;2500;40000;375;5,728
4;[3, 0, 1, 0, 4, 1, 3, 0];329;2500;40000;374;5,804812834224599
5;[3, 0, 1, 0, 4, 1, 3, 0];367;2500;40000;360;5,925
6;[3, 0, 1, 0, 4, 1, 3, 0];389;2500;40000;387;5,454780361757106
7;[3, 0, 1, 0, 4, 1, 3, 0];344;2500;40000;357;6,03921568627451
8;[3, 0, 1, 0, 4, 1, 3, 0];359;2500;40000;359;5,963788300835654
9;[3, 0, 1, 0, 4, 1, 3, 0];342;2500;40000;376;5,73936170212766
