;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[4, 0, 1, 1, 4, 1, 3, 1];1033;5000;40000;39;101,71794871794872
1;[4, 0, 1, 1, 4, 1, 3, 1];1033;5000;40000;39;101,71794871794872
2;[4, 0, 1, 1, 4, 1, 3, 1];1033;5000;40000;39;101,71794871794872
3;[4, 0, 1, 1, 4, 1, 3, 1];1033;5000;40000;39;101,71794871794872
4;[4, 0, 1, 1, 4, 1, 3, 1];1033;5000;40000;39;101,71794871794872
5;[4, 0, 1, 1, 4, 1, 3, 1];1033;5000;40000;39;101,71794871794872
6;[4, 0, 1, 1, 4, 1, 3, 1];1033;5000;40000;39;101,71794871794872
7;[4, 0, 1, 1, 4, 1, 3, 1];1033;5000;40000;39;101,71794871794872
8;[4, 0, 1, 1, 4, 1, 3, 1];1033;5000;40000;39;101,71794871794872
9;[4, 0, 1, 1, 4, 1, 3, 1];1033;5000;40000;39;101,71794871794872
