;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 3, 1, 3, 0];56979;665800;1331600;1346;452,3187221396731
1;[3, 0, 1, 0, 3, 1, 3, 0];56926;665800;1331600;1355;449,3535055350554
2;[3, 0, 1, 0, 3, 1, 3, 0];57245;665800;1331600;1345;452,457249070632
3;[3, 0, 1, 0, 3, 1, 3, 0];56783;665800;1331600;1353;450,12342941611234
4;[3, 0, 1, 0, 3, 1, 3, 0];56601;665800;1331600;1354;449,92540620384045
5;[3, 0, 1, 0, 3, 1, 3, 0];56739;665800;1331600;1352;450,4889053254438
6;[3, 0, 1, 0, 3, 1, 3, 0];57298;665800;1331600;1343;453,0915860014892
7;[3, 0, 1, 0, 3, 1, 3, 0];56665;665800;1331600;1350;451,2111111111111
8;[3, 0, 1, 0, 3, 1, 3, 0];56753;665800;1331600;1353;450,14560236511454
9;[3, 0, 1, 0, 3, 1, 3, 0];56862;665800;1331600;1351;450,7313101406365
